date,FU106060005.Q,FU106231005.Q,FU106121075.Q,FU105020601.Q,FU106300015.Q,FU106006065.Q,FU105440005.Q,FU106000105.Q,FU105090005.Q,FU105050005.Q,FU105019005.Q,FU105020005.Q,FU105420005.Q,FU105000005.Q,FU104090005.Q,FU103091003.Q,FU103020005.Q,FU103030003.Q,FU103034000.Q,FU102051003.Q,FU104022005.Q,FU103069100.Q,FU103061103.Q,FU103061703.Q,FU103062003.Q,FU123063003.Q,FU104023005.Q,FU103065005.Q,FU103066005.Q,FU103092305.Q,FU103064103.Q,FU103092105.Q,FU103092405.Q,FU103064203.Q,FU103070005.Q,FU103090005.Q,FU104194005.Q,FU104190005.Q,FU104122005.Q,FU103169100.Q,FU103162000.Q,FU103163005.Q,FU104123005.Q,FU103168005.Q,FU103169005.Q,FU103165005.Q,FU103192305.Q,FU103170005.Q,FU103178005.Q,FU103190005.Q,FU573074005.Q,FU573073005.Q,FU103193005.Q,FU103181105.Q,FU103164105.Q,FU103192105.Q,FU107005005.Q,FU105005305.Q
2003:Q1,121765,29602,60039,-5328,223304,16277,-14,266391,294627,265365,237165,28760,-560,29262,48280,1346,10912,12693,-7860,-454,1473,-2895,3171,1061,203,-67,-2071,285,-2356,-8776,-26220,30588,1,1448,80356,-45157,19018,-440,9140,12,152,8976,-15701,-24130,-1130,9559,-10608,-39763,4260,52232,3537,-10996,59691,19458,-9505,28963,-28235,15251
2003:Q2,119289,29074,82312,-729,228873,36065,-21,272132,152217,225988,243576,-17164,-424,-73770,-90310,8364,18362,21307,-4373,504,2913,8111,2050,-5752,-1469,-27,506,540,-34,8897,-30124,33596,27,1448,-1961,-149776,-16540,-17692,28078,-18830,1119,45789,-14891,-32098,3336,13871,-3870,-22180,-801,-4028,-3553,12434,-12909,1153,-916,2069,119915,-10080
2003:Q3,130984,32178,73993,-2786,230107,26415,-26,278575,200035,250683,248111,3111,-538,-50648,-7548,4216,20408,11751,-8134,1020,12782,10482,-1220,-407,3746,181,1483,834,649,3266,-30788,33605,24,1448,-14463,-44166,43100,21567,33835,2983,625,30227,-10397,-15691,-13986,19280,-15141,-3938,2559,14649,-1320,36515,-20546,21534,4822,16712,78540,-1477
2003:Q4,141730,35639,78537,-5628,230904,30727,-30,283588,169650,248449,251289,-2171,-668,-78799,-24100,3632,-6822,25726,-5788,-1255,-6049,-4808,-1665,-555,793,186,-12948,1042,-13990,-11547,-34372,33698,43,1448,-81675,71809,54699,12228,-12440,-21497,1396,7661,2976,-19821,14670,8127,-11412,11149,-17750,39704,1167,18605,19933,42472,3444,39028,113937,-4411
2004:Q1,162120,40459,83926,-5992,230799,33861,-32,296435,270844,276806,248581,28791,-567,-5962,172759,3554,17582,6916,1445,-803,3125,3304,1235,412,-1917,91,502,3564,-3062,5434,1814,55882,-8,-317,103419,-25785,178721,155726,28436,9142,8598,10696,14977,-33942,8029,40890,7299,33455,9525,62033,-2277,13546,50765,22995,8336,14659,25591,14232
2004:Q2,180343,43708,81319,-11335,232006,23553,-32,299572,304717,261547,255788,6242,-483,43170,180249,5926,23083,-9288,642,-354,-2125,-97,-917,-306,-926,121,3911,3814,97,6257,1838,57850,39,-317,55763,37025,137079,122864,-4779,7050,6116,-17945,32897,3668,10342,18887,-8294,7262,1427,94351,3400,21632,69319,14215,-12201,26416,-5145,-14472
2004:Q3,189954,47078,82671,-10222,233310,25930,-6569,315793,337913,279326,263940,15908,-522,58587,186403,-2928,16465,23807,562,890,2993,6738,-2128,-709,-811,-97,1865,3861,-1996,2884,1796,47575,35,-317,22123,68654,127816,137280,7039,6448,1340,-749,44218,11633,3100,29485,-1693,27696,8232,51787,-2983,30442,24329,-9464,-30768,21304,-22120,-10537
2004:Q4,192684,47991,119140,-12662,234690,29517,-25,277123,246725,272034,272559,-85,-440,-25308,182067,9008,-26062,-13757,9758,703,12556,9399,2134,711,63,249,9278,4171,5107,963,1952,91423,5,-317,-52455,139013,207376,198720,-2554,-7339,1513,3272,81958,24807,33977,23174,1979,28843,-12410,100905,-1256,18718,83442,8655,-31418,40073,30398,24427
2005:Q1,243892,64943,79741,-10208,200114,25974,-18,315105,299209,321602,280634,41000,-33,-22393,215457,7596,-754,-7950,1680,-232,17188,-4081,15216,5072,823,158,-3711,150,-3861,1258,-45267,53382,-11,178,113412,78688,237849,253018,12180,14219,2955,-4994,40207,-3800,26469,17538,1379,36067,11693,151493,-1151,26496,126148,-15169,-41393,26224,15896,32470
2005:Q2,257426,62905,64293,-6290,201432,11628,-12,337010,305493,281336,288343,-7039,33,24157,251536,-3805,43941,-19307,5714,2269,2129,-727,3699,1233,-2523,447,1869,1203,666,-3178,-45679,34502,6,178,87013,145884,227378,257084,-2056,-1322,13993,-14727,96217,6484,29946,59787,-22289,53491,-1628,133349,-1591,28156,106784,-29706,-45882,16176,31517,-44047
2005:Q3,253542,63989,28043,-9755,202805,-18620,-13579,349519,386433,317029,296311,19935,782,69404,228297,-6077,36873,8397,15858,3233,5610,9137,-4445,-1482,2218,182,2129,348,1781,8140,-47116,-20527,40,178,77322,144237,158893,203778,14042,5814,11634,-3406,33246,-26899,9743,50402,16865,66185,-1127,74568,2320,20322,51926,-44885,-68296,23411,-36914,-51111
2005:Q4,289532,70705,3919,-9777,204115,-48422,-1907,362731,383983,298390,301160,-2771,2,85593,239625,12152,20590,28764,29802,2868,16630,11622,3633,1211,-218,382,2537,751,1786,-19947,-47863,-38276,8,178,-142,232324,154031,203425,-16879,-26422,15984,-6441,117765,2481,44160,71124,4501,43703,-10712,65048,-1463,18076,48435,-49394,-85858,36464,-21253,-112762
2006:Q1,292657,72489,100751,-7316,210193,26534,-7,348834,383677,354944,313309,41524,112,28733,118929,-21575,-20636,-5029,4205,-4457,-6067,-5577,-2107,-702,2367,-48,-2970,-2269,-701,-11680,-54537,64930,9,5910,53870,116955,90196,150739,26012,6423,7407,12182,55065,10967,12580,31518,-4753,6078,11917,56419,495,13739,42186,-60543,-100612,40069,-34843,32644
2006:Q2,300082,74439,103907,-13549,211880,23671,-7,343746,393720,332307,320605,11567,135,61413,242326,11049,-36612,-19893,13866,2051,2925,13549,-5130,-1710,-3762,-22,-4998,-1935,-3063,-7266,-53500,39647,10,5910,67337,221800,180913,229495,59855,15177,16551,28127,69600,-3046,52186,20460,14950,52118,-2992,35964,496,13352,22116,-48582,-90673,42091,-49975,12233
2006:Q3,319976,77643,122305,-9216,213851,32570,-7,357241,393450,349648,327894,21407,348,43802,121525,-9348,-2838,904,21524,514,-3808,-257,-86,-29,-3405,-31,-3615,-1881,-1734,853,-56265,70836,18,5910,-17478,114318,77723,148371,22096,-1092,7790,15398,30001,8895,-7191,28297,13053,16346,-681,67556,495,12969,54092,-70648,-107924,37276,-36209,24977
2006:Q4,297835,71512,145827,-1860,216153,53035,-7,347831,391395,335229,333036,-10468,12661,56166,140797,5639,-13484,30650,29388,2865,5797,3980,669,223,818,107,-1829,-1797,-32,-625,-59737,50216,14,5910,-118494,204487,84631,168960,46350,1938,22251,22161,100418,1280,61413,37725,20063,35806,-9045,-24632,496,12582,-37710,-84329,-117787,33458,-43564,40434
2007:Q1,292869,74153,118644,-11342,223654,31607,-7,343998,369548,366476,339495,27084,-102,3072,230300,-4030,-10443,-26571,14713,-1619,-21331,-13612,-6296,-2098,289,386,-3592,-3115,-477,-17183,8499,96048,45,-1226,81131,115859,227228,267513,62167,13652,14539,33976,46127,-7203,53709,-379,121,12134,-12191,159155,1134,-1693,159713,-40285,-93338,53053,-25550,54085
2007:Q2,297628,73269,119220,-11393,226285,31289,-8,351327,401886,344827,346341,-1621,107,57059,265410,10518,37660,-28928,17842,-5219,-1684,5444,-6048,-2016,1035,-99,-4100,-5368,1268,-12470,8993,63073,51,-1226,85223,95677,208351,311812,107095,28178,28043,50874,103495,3572,78307,21616,11417,34381,-10116,65540,1136,-1545,65949,-103461,-148989,45528,-50559,24789
2007:Q3,264563,66706,125129,-4909,229056,45849,-9,342732,399377,368378,351622,17262,-506,31000,240662,1141,28418,-42447,58177,-1052,-25903,-34566,5849,1949,1009,-144,-3217,-4281,1064,-2262,9133,72588,19,-1226,36448,110845,209662,286858,11774,-22931,12220,22485,187254,57759,90096,39399,16420,4753,-11232,77889,1135,-1395,78148,-77196,-133385,56189,-56645,71495
2007:Q4,275561,63493,120324,-15986,232054,54193,-10,362013,555093,346577,358835,-12923,666,208515,314622,-6715,-6634,-27711,46906,407,-12475,-10473,-649,-216,-1276,139,-4205,-3482,-723,14634,8783,83562,17,-1226,-39839,259118,106107,246815,37484,-7602,16464,28622,132150,47988,65408,18754,11981,34635,-16054,46619,1136,-1247,46730,-140708,-165257,24549,-193080,38757
2008:Q1,242624,60349,119640,-30163,265326,35673,-20,333490,257531,399755,362095,35641,2019,-142224,-88220,4787,-18078,-62910,86483,-950,-40000,-16596,-11080,-3693,-8374,-257,-4509,-1189,-3320,1666,57117,87587,-75,-4128,33040,-228250,54004,117883,45607,16142,10051,19414,68455,39322,16407,12726,17888,-42134,19179,8888,3684,26028,-20824,-63879,-105491,41612,75959,101938
2008:Q2,249698,57699,124862,-37909,268497,44578,-25,342327,193902,350083,365981,-20727,4830,-156181,-70480,-18200,-11902,29514,8633,956,7302,5405,1558,519,-351,171,-405,-999,594,3691,55273,85047,-18,-4128,17928,-244172,85701,135665,103128,-129,27300,75957,28059,3038,30147,-5126,23628,-39149,-17066,37065,3684,25760,7622,-49964,-78131,28167,148424,52334
2008:Q3,258604,54724,124348,-15093,271330,51526,-3611,390906,285891,359402,362050,-4486,1838,-73511,-109021,-5257,-16790,-32029,30223,-2756,-1436,-1290,-3292,-1097,3608,635,-1780,-1420,-360,-21859,50366,84633,-32,-4128,-67782,-120394,-35511,23868,33069,6711,14449,11909,26876,26285,31288,-30697,-6198,-71950,16127,25943,3684,25492,-3233,-59378,-102476,43098,105015,20022
2008:Q4,159320,34434,122318,48335,273463,39797,-30,364192,205403,316346,343363,-36231,9214,-110943,-63466,-6876,-85476,-44022,108018,1878,8929,305,4950,1650,2093,-69,-1297,-1903,606,-10811,39004,24545,37,-4128,-151428,58161,47477,128137,13557,-15061,13072,15546,-52667,-3084,-9870,-39713,-11131,-76688,-15114,270180,3686,25223,241270,-80660,-142142,61482,158789,-8049
2009:Q1,168386,33951,117653,22989,267473,47306,-33,354583,512370,303249,314737,-17857,6369,209121,14295,1032,16015,2042,5809,291,455,-7424,10650,-450,-3846,1525,-523,2730,-3253,17361,-20411,56121,38,8817,7572,-80324,-194826,-175719,79659,-24556,7427,96788,-154901,-61301,-84547,-9053,-10621,-87123,1267,-4000,-2152,9559,-11407,-19107,-37017,17910,-157787,-4027
2009:Q2,172473,38606,98151,1836,267546,45134,-38,350269,258109,237850,299551,-62346,645,20260,923,505,15837,-4697,-24639,435,10838,6087,785,4261,-293,-2,-1855,-1572,-283,9820,-23518,56698,-16,8817,20360,-67662,-19337,-58723,54932,-20741,10818,64855,-102696,-65037,-25264,-12395,-3098,-21250,-5574,18962,-2151,9550,11563,39386,17520,21866,92160,-67286
2009:Q3,191191,40883,72456,-5130,267129,44431,24508,359774,315696,268575,295228,-26497,-155,47121,43837,19,87158,63195,-39855,1093,-6162,-6251,-1055,-351,2056,-561,-1140,-484,-656,6950,-27042,68785,-34,8817,-7155,-110792,-3284,-40390,18277,-13279,8058,23498,-139677,-72093,-32423,-35161,10303,-11408,7095,75019,-2151,9543,67627,37106,744,36362,44078,-46767
2009:Q4,235304,47996,79533,-17078,266470,49005,13861,392311,489592,275471,299199,-23481,-247,214122,178352,5268,65636,16373,-15244,-1145,12559,6289,2129,709,3020,412,-256,-727,471,2612,-28526,50240,33,8817,-50293,112279,-35770,-13503,26740,-14491,11122,30109,-99177,-39794,-18761,-40622,-8252,32853,-6042,40375,-2151,9536,32989,-22267,-70329,48062,-97281,-67836
2010:Q1,255736,47990,91105,-11767,263540,57412,14694,411131,372829,309139,297428,12034,-323,63690,110723,6583,48917,-18252,-87973,1144,607,1150,-588,3138,-3092,-1,-2716,-611,-2105,-15358,-13083,115554,16,1865,87444,-14025,47033,56931,72787,15207,9134,48446,-141140,-67179,-51881,-22080,2866,37116,13764,71538,3845,-4295,71988,-9898,-40835,30937,38302,-44581
2010:Q2,261062,49073,87839,-9098,263528,50703,1733,427551,446365,309403,310273,-789,-81,136962,199021,546,15523,4652,-50937,225,7094,6457,2635,878,-2403,-473,-751,-389,-362,-13228,-11531,81524,-32,1865,67572,96500,62059,66487,44914,8362,10712,25840,-113129,-35628,-31854,-45647,-1509,41377,-5589,100423,3846,-4909,101486,-4428,-34383,29955,-18814,-67445
2010:Q3,275409,52216,99900,-4513,274668,52248,-892,446588,341974,366478,320448,46252,-222,-24504,129242,-2866,57619,-9662,-17994,2326,11869,7089,1878,626,2089,187,-695,-394,-301,-4255,-12767,89376,75,1865,5765,8587,153746,149775,88935,15959,2001,70975,-40374,-7652,-10597,-22125,2573,28645,3185,66811,3847,-5524,68488,3971,-67360,71331,104613,-27862
2010:Q4,263203,54505,103324,-22215,297042,51365,5382,426185,414576,325237,328752,-3061,-454,89339,115590,8940,3612,29701,-13025,-3788,-24834,-27172,2942,-2668,1540,524,405,191,214,-832,-14069,45816,63,1865,-18945,100682,26251,24702,40443,-15010,11400,44053,-6008,23745,-14538,-15215,-11790,49726,31338,-79007,3845,-6135,-76717,1549,-36430,37979,11608,-49582
2011:Q1,248032,53075,107176,-35404,309485,51226,-1443,414532,317332,364659,329961,35127,-429,-47327,115295,10774,-36355,-26337,-19443,1170,-3474,5718,-6203,-2177,-746,-66,-1489,-380,-1109,8945,6161,96078,82,-3459,96359,-13717,162623,171492,62517,27532,2617,32368,-28867,14057,-3885,-39039,-17,29751,24272,83836,740,-984,84081,-8869,-42183,33314,97200,1353
2011:Q2,267579,53100,112822,-20741,313372,51518,-1427,447232,447979,333985,341074,-6782,-307,113994,161799,4843,84432,-10184,-12251,-11,4182,-3437,6812,2323,-1120,-396,4298,3922,376,6397,6137,122187,-69,-3459,59788,-104492,47805,92688,58724,-3549,4721,57552,30667,23577,35839,-28749,1399,19407,-15763,-1746,740,-1044,-1442,-44883,-95359,50476,-746,-61730
2011:Q3,262077,47787,117554,-8920,317061,53915,-1869,460660,517133,378127,357707,20496,-76,139006,183877,-21409,-2517,-16708,-15344,-970,-34063,-19141,-10532,-2976,-999,-415,-583,-976,393,-6290,5257,92479,-68,-3459,-26885,214437,44871,121840,59014,17774,-1216,42456,41395,51703,9449,-19757,14252,-15116,12980,9315,740,-1103,9678,-76969,-126810,49841,-56472,-28618
2011:Q4,265705,55257,123279,-2943,320502,53246,-1690,459663,33144,359472,367047,-7372,-203,-326328,-84246,-5671,47572,13340,7728,683,19425,16953,2122,669,-544,225,718,-248,966,9058,5844,71266,16,-3459,-42424,-208342,242082,292599,35207,-8378,2572,41013,76993,54875,18264,3854,19692,-10337,-8142,179187,740,-1163,179610,-50517,-80950,30433,426518,-46945
2012:Q1,325102,58752,121974,-7814,278993,51429,-1632,468616,199983,429756,381911,47907,-62,-229773,10202,-4037,-71560,-17988,-23644,3393,-15794,-11533,-3052,-1287,-30,108,-2478,-981,-1497,17829,-6579,81633,106,-1456,50308,469,239975,241467,97572,11276,1110,85186,-41820,21262,-24897,-38185,4477,28635,19033,133570,-3080,4965,131685,-1492,-45471,43979,268633,12568
2012:Q2,321395,61377,121980,4570,282421,42455,-1953,469438,565267,389600,390671,-937,-134,175667,320129,-5356,59525,-13175,-15622,-97,-4338,-2883,-1191,-292,27,1,-549,-615,66,-6834,-6363,83351,-82,-1456,11910,219214,144462,188994,79469,4498,10933,64038,-6206,33571,-5308,-34469,5545,-12365,-10754,133305,-3081,3459,132927,-44532,-95812,51280,-95829,-37382
2012:Q3,320423,62744,126337,-6219,286148,43203,-2290,456764,306501,436930,388979,48056,-105,-130429,72301,6571,29760,5418,4389,-5541,2968,1962,1016,212,-171,-51,141,99,42,2553,-6730,91517,4,-1456,26115,-83409,202730,243206,113843,3922,-1089,111010,26172,5555,40692,-20075,7321,54660,-706,41916,-3080,1955,43041,-40476,-73896,33420,150262,23370
2012:Q4,324092,62931,169601,-1986,290111,49042,-11123,439849,104790,368804,389756,-21499,548,-264014,-81328,3915,26159,39476,23959,-2388,1001,982,428,33,0,-442,1858,1259,599,1773,-6662,46073,-2,-1456,-32909,-182126,182686,189528,118786,-5674,2534,121926,54032,43552,8519,1961,-14643,-2858,-6216,40427,-3080,452,43055,-6842,-65312,58470,335059,-22003
2013:Q1,337577,66137,133863,5665,288850,50156,-2411,484659,357507,430159,390641,39310,208,-72651,117031,29567,-6307,-1834,-11394,288,-8783,765,-6424,-2177,-2,-945,-7714,-1397,-6317,-58,2497,70489,72,615,98321,-48729,189682,188040,58934,9757,3005,46172,-11468,-23122,23004,-11350,1936,864,13213,124561,-619,35303,89877,1642,-21503,23145,127152,-4345
2013:Q2,332459,65618,129918,7675,292773,45248,-1461,484080,310008,386312,390432,-4588,468,-76305,81716,15508,-50051,-15565,5933,-2227,-18,-9544,5698,1847,67,1914,4222,4273,-51,15260,2556,90154,-50,615,120643,-105264,158021,175141,75993,7160,4094,64739,81873,21582,43129,17162,2223,26422,-22621,11251,-617,32745,-20877,-17120,-74466,57346,174072,-52520
2013:Q3,333252,65468,157523,2030,296200,68691,-1126,478308,455012,453987,398038,55315,634,1025,296780,764,38005,17976,24496,9854,10560,10474,338,24,-170,-106,-711,-648,-63,-13979,2676,87112,-11,615,50610,68813,295756,326392,139796,23923,-3655,119528,19065,11670,-9116,16511,5178,65259,-3051,100144,-618,30186,70576,-30636,-83344,52708,23296,44371
2013:Q4,337356,66734,128791,-1476,299438,53997,-714,494505,483835,405715,411761,-6112,66,78121,232075,22711,62720,38578,11545,-3545,-5243,-7323,2062,583,-116,-449,2056,1736,320,-4173,2941,52052,33,615,2245,49540,153955,187113,34633,-26658,-1216,62507,80445,43182,29848,7415,2621,7977,2548,58888,-618,27630,31877,-33158,-75741,42583,10669,-34793
2014:Q1,329561,70042,156932,-13362,307516,55846,-1847,454433,469253,465958,424329,41520,109,3295,44454,-13302,-54057,-56585,-14339,543,9032,10096,-286,-117,-467,-194,590,1495,-905,891,8890,66549,154,6004,47185,42900,41159,217525,107591,35643,-443,72391,30147,15108,29761,-14722,1746,39621,15317,23103,-716,9821,13999,-176366,-94850,-81516,-14820,67370
2014:Q2,349657,73873,156627,-1624,311329,49065,-1714,479642,360020,439908,440666,-948,190,-79889,167834,19162,61092,-24581,-10028,4517,-9620,-11130,1405,480,-363,-12,1059,663,396,-4599,9307,88298,-45,6004,95615,-68347,247723,223165,96413,5624,-354,91143,19649,34835,-11826,-3360,12716,45881,-13698,62203,-717,10308,52613,24558,-41451,66009,119622,9331
2014:Q3,369404,73574,150188,5852,315988,51259,-1086,519828,470880,501167,450845,48998,1324,-30287,263959,-9389,31306,-16326,12062,13842,-1934,-2383,825,287,-572,-91,371,18,353,6468,9365,95829,-7,6004,3876,112492,294246,310586,70906,21282,-1995,51619,47889,9638,40300,-2049,40167,65290,20051,66283,-716,10794,56205,-16341,-76254,59913,48948,32598
2014:Q4,364626,73142,162624,10964,321308,47930,-2029,511091,138288,436824,451737,-14878,-36,-298536,209830,-5780,81379,9931,34164,8887,28577,28502,-365,-12,-227,679,2101,2377,-276,-10082,9776,73969,30,6004,-42546,13419,508365,505655,75422,-25048,2795,97675,91647,47742,24067,19838,583,-2245,-9452,349699,-716,11284,339132,2710,-83117,85827,372803,-26337
2015:Q1,337275,74002,167732,19834,328258,51829,-754,496215,321332,512365,452565,59942,-142,-191033,196417,-26967,-48833,-20664,-14695,-529,-11711,-2739,-7526,-2427,318,663,4912,5994,-1082,6080,-10756,74746,78,3062,-24425,266119,387450,317359,128823,6274,5974,116575,70836,36895,20163,13778,33930,-46451,15065,115156,3790,16598,94768,70091,-120778,190869,174883,67979
2015:Q2,341740,73969,165641,6063,332731,45336,-1088,487348,505442,501781,450634,21109,30039,3662,473721,11550,-10781,8316,-2920,4196,-3126,-328,-1630,-690,401,-879,7669,6231,1438,-3791,-10731,76365,-34,3062,85083,308863,470060,499369,166723,-10731,8490,168964,62918,38750,-5219,29387,12499,46591,-9001,219639,3791,15440,200408,-29309,-102237,72928,-18094,59768
2015:Q3,343372,71806,176265,14508,336025,50168,-923,496926,683558,503894,450824,53248,-178,179664,510880,-3579,72035,5961,10392,6941,6206,7066,-1021,-286,127,320,6643,6420,223,-33446,-9987,85801,5,3062,14662,346184,331215,421846,119878,23702,1264,94912,-16055,-3129,-28069,15143,-7607,37170,-7587,296047,3790,14281,277976,-90631,-155776,65145,-186633,57136
2015:Q4,307559,64172,174018,17506,338092,49583,-477,475025,296815,432928,447831,-14657,-246,-136113,-37689,-9,34677,17286,26233,3551,12248,3808,6407,2100,157,-224,3811,4980,-1169,20489,-10631,32891,30,3062,-41897,-139430,98424,179102,28922,-22240,-2256,53418,82951,38652,5645,38654,1191,-12969,-19680,98687,3791,13124,81772,-80678,-127388,46710,178210,7486
2016:Q1,329404,67567,186722,17164,342132,56806,-415,491632,426130,492350,449101,43525,-276,-66220,53371,-17483,-81051,6972,-24511,-8069,8479,-986,7716,2653,-597,-307,-8294,-6906,-1388,-3941,16097,92682,91,-1360,11831,61928,119591,174058,147047,5656,3893,137498,40748,28765,24314,-12331,29184,-20694,4957,-27184,2206,13740,-43130,-54467,-124580,70113,65502,57524
2016:Q2,331088,66839,186989,-7265,343780,53322,-409,467505,525690,455974,454019,-5873,7829,69716,431150,13013,70298,-22880,-38655,-2456,-6257,9577,-11500,-3687,-671,24,-3915,-4582,667,-9802,16403,86558,34,-1360,129853,200316,361434,364726,95682,990,11762,82930,-44191,-5718,-32063,-6411,22854,76110,-17323,231595,2205,13900,215489,-3292,-125548,122256,-58185,41791
2016:Q3,326002,64862,172775,-572,346369,35462,-397,470020,445265,481634,459603,21983,48,-36369,289102,6772,131399,12644,-29320,46227,18436,13289,4144,1346,-742,399,-5742,-6344,602,-3517,16945,70020,-56,-1360,18719,7934,325470,256543,76056,-9395,4048,81403,16358,-9839,5870,20327,-65624,80923,2277,146552,2207,14060,130285,68927,-108219,177146,24755,47075
2016:Q4,321764,62792,183041,-4100,349823,54420,3855,472219,360115,440699,464069,-23032,-338,-80584,186590,1428,36324,20728,-20028,-10013,-24417,-28746,3795,983,-686,237,-3783,-5007,1224,-792,17497,24101,27,-1360,38432,108446,267174,306798,-2589,4515,1812,-8916,-39086,-26490,-20291,7695,11285,47892,1996,287300,2206,14221,270872,-39624,-83364,43740,112104,22900
2017:Q1,340856,50781,190608,-12048,357648,62475,-583,508125,494356,473820,469062,5072,-314,20536,19246,-9924,-58438,-7302,-34,-8830,196,3459,-2523,-859,-695,814,2923,4380,-1457,3818,-21277,101710,127,1966,-8300,22611,-1291,-18552,140276,14729,649,124898,-30668,-16538,16256,-30386,1458,-55711,23893,-97800,4792,-15970,-86622,17261,-80027,97288,13769,28170
2017:Q2,337610,52390,199157,-9002,362078,59809,-383,499330,518235,472762,474775,-1627,-385,45473,132470,15273,38908,-9617,6020,-26750,13266,9299,3335,1100,-620,152,443,507,-64,-23088,-21823,92962,-71,1966,67559,-22578,86997,78128,86896,-846,9863,77879,41100,-12002,58393,-5291,-5146,23555,-15561,-52716,4791,-16496,-41012,8869,-61783,70652,-18906,33241
2017:Q3,334024,55035,177731,-11260,366430,49572,-14749,520749,678297,526837,481096,44427,1315,151460,425438,125256,12222,4109,32520,-14879,-18152,-17834,11,-28,-746,445,780,879,-99,7436,-22687,91168,146,1966,68194,137359,273978,315677,82736,11397,-5424,76763,-24554,-23765,21836,-22625,-2668,63250,-4855,201768,4791,-17017,213994,-41699,-114467,72768,-157548,55660
2017:Q4,292100,55610,202084,-15278,429927,74304,216538,306821,553988,477893,494869,-16527,-450,76095,1309,-11642,-37089,5084,30190,-270,35504,-3727,29312,9774,-420,565,8502,8839,-337,-20729,-24076,57567,74,1966,35904,-79676,-74785,-60811,58163,607,12752,44804,57189,5040,21495,30654,-2191,50250,216964,-441187,4792,-17546,-428432,-13974,-71710,57736,-247167,245376
2018:Q1,315513,50778,-33619,-14597,416324,-151795,-319,548605,608684,542524,511541,31551,-568,66160,296793,-5692,-2870,-1282,-30635,-8568,1276,4072,-2855,-1138,449,748,-2785,-1737,-1048,82994,-9964,-132430,165,-2237,89868,318953,230633,296933,101204,35340,-2771,68635,5662,3453,-5938,8147,-15544,17123,7582,180906,-8638,18571,170973,-66300,-112903,46603,-60079,-157876
2018:Q2,341525,54407,63397,-21846,420038,-79458,-297,542751,616136,503840,520987,-16671,-476,112296,192278,11391,47865,-577,-15457,-14486,-332,6109,-6232,-2062,467,1386,-524,-756,232,3196,-10256,-56767,-93,-2237,158137,72418,79982,284251,9245,-1173,3474,6944,39217,21169,-27955,46003,-44082,116286,-27730,191314,-8639,18808,181146,-204268,-229937,25669,-73385,-118369
2018:Q3,334659,53930,167099,-9644,425391,-6808,-1480,524050,305173,571349,523923,47993,-567,-266176,172692,-89256,149964,8810,-12595,-3379,-625,7855,-7306,-2630,417,1039,822,592,230,-3346,-10995,48270,-49,-2237,159174,-71866,438868,418659,47633,-17257,-5339,70229,29632,-10772,37052,3352,-1903,150029,8815,184453,-8639,19044,174048,20210,-67057,87267,218877,40492
2018:Q4,326414,53829,85529,-4925,432392,-85770,-4099,532852,539155,514449,523746,-9885,588,24706,193559,-26703,55269,-1109,6910,1461,21963,20363,802,375,400,23,-1003,-1833,830,-1140,-9458,-75346,47,-2237,-10881,235786,168853,310371,11195,-27113,1991,36317,126711,93100,7695,25915,-11362,37254,36,146537,-8639,19283,135894,-141517,-217888,76371,-6303,-104172
2019:Q1,305774,47321,162025,-2701,440155,9000,-263,543144,327268,580471,526038,53797,636,-253203,370528,4428,-95427,17184,9525,-1699,16500,6730,7071,2399,1074,-774,-953,334,-1287,-74756,2411,39999,91,1325,158147,293753,623731,694079,144442,44637,3103,96702,105961,25025,48838,32098,-15032,19429,26565,412713,-1144,18773,395084,-70348,-145861,75513,215876,46326
2019:Q2,306382,49999,154629,232,447325,5104,-294,554710,669123,539705,532461,7724,-479,129418,664487,18161,120033,7605,23266,-748,932,9255,-7512,-2345,1087,447,2011,1994,17,1510,2502,34134,-17,1325,185168,268606,535070,481846,87018,-4526,3873,87671,56118,10050,23828,22240,-5347,81694,-41546,303908,-1143,18487,286565,53224,-13655,66879,-114413,-9901
2019:Q3,318774,46440,171772,6876,452700,10686,-326,571150,781652,574756,535223,39930,-397,206896,717209,-14240,232378,-19853,41219,-1120,29326,29693,-1252,-264,1173,-24,1966,1946,20,-42313,2532,9421,-65,1325,104586,372047,510313,570708,90592,-20261,1468,109385,80097,-14695,27649,67143,5536,90433,9998,294052,-1145,18197,277000,-60395,-96716,36321,-210502,14292
2019:Q4,335908,53178,179366,-2741,456039,20258,-11548,588466,624826,502457,532607,-29541,-608,122369,652402,16344,-116429,9363,34316,2372,22594,9764,8402,2590,1455,383,2231,1640,591,15053,2748,23808,66,1325,92634,545978,530033,564945,-5316,-21787,7556,8915,76606,4094,27732,44780,7664,38566,-2536,449960,-1144,17910,433195,-34911,-86939,52028,-36361,-65751
2020:Q1,309536,44210,182997,16453,422839,11676,-235,533531,703133,547677,524958,23298,-579,155455,532276,-21151,307999,92372,116515,13529,34138,4895,22588,8569,-2112,198,1671,2776,-1105,-30540,-27454,29037,65,2473,-136323,149945,376821,405680,245489,48599,3296,193594,554137,465533,86393,2211,-14898,-165637,24078,-237489,-685,-1641,-235163,-28859,-69038,40179,-169602,25822
