date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,LM153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
2001:Q3,52575310,19178474,15668877,14303298,1365579,137173,61064,3311360,33396836,48388,396284,3317475,1492368,1615103,120799,456417,528949,508937,911971,811771,100200,0,5687190,5282677,2171629,893567,10972434,124233,483518,7942034,144462,7631013,5210994,1814351,51575,417074,137019,146946,19613,44633276,2621500,11636,4926,6710,8231502,8089044,142458,853992,7883495,566.1610274369596,9092304,63.567884833274114
2001:Q4,54234102,19534642,15968748,14650451,1318297,140201,61393,3364300,34699460,48676,475561,3322080,1567428,1553317,118195,401350,519545,514227,870871,769448,101423,0,6409758,5233252,2414122,924317,11264595,124458,491026,8071875,151328,7754287,5325436,1891827,38256,359161,139607,146796,19464,46162227,2619000,13578,11019,2559,8331888,8188531,143357,861331,7755899,595.1886020102385,9325015,63.65001749775485
2002:Q1,55046517,19995416,16390561,15027821,1362740,144247,62314,3398294,35051101,47771,414944,3484023,1536693,1511474,102448,381057,532269,495700,864126,760905,103221,0,6437442,5282926,2427989,951100,11468480,125643,498490,8206859,153440,7882496,5462929,1883516,36206,357857,141988,151127,19796,46839657,2597250,17863,15222,2641,8409792,8265803,143989,872630,7957569,588.6176732269059,9564892,63.64789429552029
2002:Q2,54633921,20398559,16744440,15382630,1361810,148223,62907,3442989,34235362,48219,407692,3498351,1485487,1621038,63841,368340,589713,599144,837048,732506,104542,0,5786301,5351133,2274808,963864,11320869,126828,513724,8396768,156625,8065019,5639647,1917644,25579,337780,144369,155458,19666,46237152,2575500,21789,18374,3415,8553512,8407788,145724,884832,8080919,572.1769055091423,9742983,63.337560774717986
2002:Q3,53761569,20847478,17141795,15749009,1392786,151023,63876,3490784,32914091,49781,409000,3614647,1457111,1675865,50049,325537,629602,670677,838291,731925,106366,0,4683084,5451381,1964166,966107,11150278,128013,526366,8619782,158059,8281548,5834126,1951608,24324,324740,146750,159789,20386,45141786,2553750,22102,18616,3486,8685872,8538617,147255,895039,8132548,555.075561124456,9914883,62.95559692041576
2002:Q4,54941700,21314880,17569627,16115799,1453828,154827,64242,3526184,33626820,49937,451615,3618421,1530305,1738131,3874,280015,645697,808545,832222,724082,108140,0,4981172,5311282,2055460,971245,11409075,129198,548758,8868134,163897,8519749,6031605,1997008,17774,324231,149131,164120,20368,46073566,2532000,26849,21950,4899,8927652,8777047,150605,907738,8220458,560.4744444540222,10084194,62.57334184920028
2003:Q1,55367294,21773693,18001846,16491272,1510574,157325,64939,3549583,33593601,51628,445515,3808516,1482264,1658492,92331,186303,631260,748598,848244,739095,109149,0,4647126,5427966,2044109,988227,11499847,130283,561385,9057767,167987,8702292,6205804,1989123,18834,337922,150609,165756,21732,46309528,2647250,27486,22204,5282,9204379,9050278,154101,923750,8285363,558.9317915949044,10285468,62.369161093213435
2003:Q2,57688171,22219341,18406497,16895940,1510557,160463,66323,3586058,35468830,54115,455085,3877354,1451615,1639475,78466,154826,684094,722089,948568,837798,110770,0,5480780,5569751,2363742,1020778,11903987,131368,572212,9445804,171757,9084582,6463960,2021930,21817,424788,152087,167392,22073,48242367,2762500,35415,25759,9656,9305986,9151359,154627,929738,8387901,575.1423001715198,10431980,61.74252512733829
2003:Q3,58850708,22665435,18803543,17311879,1491664,163326,67723,3630843,36185273,51146,414055,3931914,1401333,1617090,72762,252274,660405,631649,949796,838833,110963,0,5824651,5685441,2469644,1046778,12069697,132453,591276,9702811,174523,9337169,6708329,2059675,14918,400682,153565,169028,22091,49147897,2877750,39661,29485,10176,9465293,9309237,156056,941889,8586985,572.3533616414453,10603550,61.25013928297442
2003:Q4,61032388,23176466,19262487,17742705,1519782,167565,68813,3677601,37855922,52841,444535,3961919,1364121,1768693,81160,316702,678038,692793,946094,834131,111963,0,6546967,5767803,2730378,1071080,12456243,133538,611710,9961939,177703,9591577,6915404,2102932,57395,360803,155043,170664,21995,51070450,2993000,45771,35076,10695,9733240,9574002,159238,959906,8652611,590.2316600326297,10827301,61.02395886083887
2004:Q1,63724813,24019848,20041252,18433992,1607260,171030,69800,3737766,39704965,55204,430943,4116930,1323820,2589263,87651,294271,1481096,726245,969093,855016,114077,0,6831173,5941568,2902391,1076843,12712457,135946,619334,10156744,190253,9769811,7090218,2096472,55903,370986,156232,174759,21921,53568069,3069500,50532,39470,11062,10045415,9882320,163095,980147,8758765,611.5938655854027,11343774,61.537262249001735
2004:Q2,64923782,24779941,20738389,19045598,1692791,175802,70636,3795114,40143841,57889,406286,4219601,1280612,2428444,42684,235148,1470108,680505,1002658,886362,116296,0,6814896,6288098,2857124,1091284,12931685,138354,626909,10473303,195793,10075961,7360760,2114539,55819,387422,157421,178854,22695,54450479,3146000,54349,42921,11428,10351126,10184361,166765,1003113,8907978,611.2552068000198,11684838,61.35190924433037
2004:Q3,66511773,25654119,21575669,19773076,1802593,179092,71498,3827860,40857654,58864,389952,4271380,1238347,2587504,-6263,303252,1552355,738161,997958,879672,118286,0,6735788,6645034,2921914,1102570,13123118,140762,644462,10753841,197078,10350784,7605927,2164875,34888,386484,158610,182949,23030,55757932,3222500,57638,45691,11947,10656645,10486072,170573,1031664,9009501,618.8792509052212,12167149,61.53392117645227
2004:Q4,69050343,26439255,22284430,20467531,1816899,183824,72782,3898219,42611088,61764,443486,4348767,1240100,2680674,64140,425156,1603697,587681,1061150,940187,120963,0,7261613,6781941,3181157,1129170,13611672,143170,666424,11110438,201301,10698593,7859676,2220119,33548,425451,159799,187044,23500,57939905,3299000,64689,52223,12466,10933637,10759960,173677,1064149,9192274,630.3108976161164,12607855,61.599295977614496
2005:Q1,70158389,27235594,23018150,21134037,1884113,188589,73716,3955139,42922795,67402,437938,4481089,1197229,2611742,18541,382065,1609258,601878,1051224,927459,123765,0,7305814,6940052,3156421,1129787,13718574,145638,679885,11320235,204420,10901081,8089517,2204974,21341,423465,161784,190970,23764,58838154,3330500,67550,54588,12962,11196491,11019529,176962,1087155,9120285,645.1350374575635,13044520,61.72280288900791
2005:Q2,72045272,28053912,23768207,21834296,1933911,192369,74976,4018360,43991360,64549,398561,4588028,1173209,2750045,-30945,474933,1671928,634129,1057502,931481,126021,0,7567615,7236528,3204507,1136242,13977590,148106,688878,11655898,206686,11229842,8380189,2232389,29066,424429,163769,194896,24474,60389374,3362000,72357,58899,13458,11504946,11324043,180903,1108090,9261799,652.026392571461,13454107,61.61914723515702
2005:Q3,74138997,28969713,24641244,22612034,2029210,194699,75855,4057915,45169284,66584,342157,4749756,1190848,2549938,-62475,418754,1683628,510031,1055255,928022,127233,0,7986151,7581218,3358050,1152863,14269792,150574,716097,12017679,212660,11582462,8678472,2278385,29901,429950,165754,198822,23735,62121318,3393500,78150,64471,13679,11893621,11706853,186768,1141050,9396375,661.1200366101114,13933562,61.62011785405947
2005:Q4,75844841,29772985,25391914,23291664,2100250,197724,77077,4106270,46071856,63847,356396,4812507,1261824,2631976,-118249,453468,1707305,589452,1055548,928518,127030,0,8108687,7769366,3406128,1159509,14544576,153042,748450,12317806,216019,11875743,8940857,2320555,35739,410853,167739,202748,23296,63527035,3425000,82591,68691,13900,12244682,12053364,191318,1180524,9556135,664.7774946355622,14350807,61.61348970172333
2006:Q1,78148959,29972921,25532343,23374634,2157709,201595,78172,4160811,48176038,67879,357207,5036094,1263564,2696967,-4259,447329,1679708,574189,1141324,949755,124170,67399,9324547,7833922,3631009,1091029,14826564,155068,750864,12678065,218113,12229627,9240016,2337585,48300,431573,172153,206830,23495,65470894,3620500,89965,75324,14641,12561040,12365494,195546,1210816,9783857,669.1726362291777,14134618,60.46990083352749
2006:Q2,78789624,30495905,26002667,23754495,2248172,205328,78680,4209230,48293719,72666,341269,5109325,1302150,2693388,-64939,368429,1716064,673834,1169821,981933,119128,68760,9035328,8061164,3580406,1092390,14925526,157094,753192,13036856,226603,12575665,9547141,2349611,59074,443272,176567,210912,23676,65752768,3816000,92883,77502,15381,12788320,12589892,198428,1241389,9906545,663.7305708934571,14207354,59.80911823214933
2006:Q3,80288874,30889966,26341948,24029723,2312225,210307,79433,4258278,49398908,71749,300679,5240300,1369575,2690773,-96921,423834,1752286,611574,1166872,981199,112328,73345,9323885,8276345,3726015,1115167,15204059,159120,754369,13365146,226736,12899683,9787181,2411441,66521,453559,180981,214994,23733,66923728,4011500,98260,82777,15483,12932710,12732624,200086,1264912,9992331,669.7509089957832,14242542,59.270520929433935
2006:Q4,81974258,31072858,26478946,24111167,2367779,215065,80588,4298259,50901400,69946,318944,5314774,1465930,2501544,-199683,339186,1766867,595174,1170793,988274,107679,74840,10009178,8390870,4010045,1146454,15570400,161146,771376,13632368,232290,13157105,9940823,2456716,86920,487251,185395,219076,23897,68341890,4207000,105694,90108,15586,13117069,12914667,202402,1298934,10097401,676.8265432605447,14170344,58.77087575230183
2007:Q1,83165182,30942325,26295433,23865300,2430133,220181,82079,4344632,52222857,73534,330788,5514711,1516991,2630191,-189651,409164,1779025,631653,1193674,1012249,103623,77802,10464927,8411708,4203256,1159681,15783216,163620,776560,13818773,234878,13336170,10142989,2440172,77551,486826,188632,223292,24433,69346409,4340000,112223,96089,16134,13226962,13022656,204306,1320789,10267698,675.3841887203182,13722311,57.49900902146632
2007:Q2,84167381,30979944,26279624,23755767,2523857,225183,83516,4391621,53187437,79929,255012,5579106,1579703,2539087,-255251,468620,1788620,537098,1247907,1071127,99017,77763,10563437,8549081,4473398,1186322,16167585,166094,800776,14114475,242220,13620284,10337839,2476966,78000,535610,191869,227508,24463,70052906,4605000,121995,105312,16683,13224748,13020241,204507,1333671,10406081,673.1920093319611,13417928,56.48282372865503
2007:Q3,85267097,30889297,26147804,23574827,2572977,228660,84891,4427942,54377800,84843,160123,5716894,1794804,3003851,-290267,692936,1787214,813968,1275753,1098440,95579,81734,10562269,8595272,4593024,1198472,16410101,168568,813825,14355760,243912,13855195,10519990,2555552,93326,491221,195106,231724,24929,70911337,4775000,128708,111670,17038,13253509,13048287,205222,1352698,10482565,676.4693254005012,13054837,55.37617306799325
2007:Q4,84615881,30589953,25797534,23244011,2553523,231681,85949,4474789,54025928,87722,210626,5851584,1967809,3013159,-316439,831857,1649587,848154,1390072,1214818,92718,82536,9863725,8445119,4536748,1206282,16449172,171042,832868,14552350,254996,14036485,10625531,2609477,100201,502933,198343,235940,24929,70063531,4748000,129939,112545,17394,13279424,13073488,205936,1376785,10602170,660.8414177442484,12618480,54.2870161264336
2008:Q1,82590528,29786504,24939200,22558176,2381024,235566,88360,4523378,52804024,84065,222698,6039991,2187063,3094942,-209229,836915,1599273,867983,1490810,1314174,90459,86177,9040851,7952896,4232453,1198197,16241726,172918,845414,14673157,257956,14146689,10697160,2602008,105697,541298,200526,242247,26265,67917371,4555000,125564,108281,17283,13273053,13066184,206869,1391857,10733994,632.7315894313105,11861016,52.57967665470825
2008:Q2,81417607,29296106,24417421,21999543,2417878,239323,90620,4548742,52121501,78508,208080,5934260,2113556,3164154,-186389,881275,1628079,841189,1490680,1307000,97402,86278,8427317,7851630,4283233,1209161,16333066,174794,853061,14629713,268427,14086075,10683435,2620453,87782,491696,202709,248554,26657,66787894,4580000,128624,111453,17171,13258998,13051323,207675,1403243,11061837,603.7685569959615,11316108,51.43792305140157
2008:Q3,79091680,28727686,23811375,21441411,2369964,245841,92737,4577733,50363994,70526,226686,6079730,2113460,3370707,-86053,1027394,1513507,915859,1485351,1290319,105667,89365,7361811,7580828,3736558,1207985,16083025,176670,870658,14745904,265844,14198723,10654438,2643813,120404,575176,204892,254861,26476,64345776,4225000,120070,103696,16374,13161369,12954065,207304,1426914,10964447,586.8583820887536,10786973,50.30906314887579
2008:Q4,75696534,28114422,23199166,20895624,2303542,255136,93873,4566247,47582112,69892,485671,6079387,2358434,3632738,51771,1091119,1531518,958330,1265385,1068152,108311,88922,5820897,7159815,2911699,1199279,15532676,178546,887694,14489891,264635,13935987,10577810,2643789,118885,388428,207075,261168,28101,61206643,3681000,104937,89360,15577,12993347,12787654,205693,1454351,10912439,560.8887570612511,10317814,49.377869739616294
2009:Q1,73715264,27449764,22542805,20367312,2175493,260008,94895,4552056,46265500,65515,466885,6030504,2330501,3902179,239917,889402,1641222,1131638,1191924,988376,113172,90376,5135291,6738329,2720014,1207948,15410586,178344,887480,14394815,265276,13830788,10577598,2578142,104896,365525,204627,271143,27608,59320449,3536000,100689,84767,15922,12881450,12676877,204573,1451828,10830420,547.7206685503304,9789714,48.06581251369842
2009:Q2,74081114,26696351,21787877,19944785,1843092,263492,96467,4548515,47384763,65587,513035,5973481,2209807,3548793,185691,522921,1695362,1144819,1200753,995448,117782,87523,6201326,6194310,3251599,1229267,15926595,178142,892069,14373474,268819,13797583,10547401,2548873,119697,379433,202179,281118,25954,59707640,3925000,114180,97880,16300,12698289,12495965,202324,1421812,10946227,545.4632011664947,9397384,47.11699825292677
2009:Q3,75885751,26331532,21435433,19637405,1798028,266310,98522,4531267,49554219,66015,481270,5985549,2046688,3798443,367730,502676,1857866,1070171,1218265,1009334,122145,86786,7257436,6059967,3823990,1252903,16484296,177940,901456,14369533,270592,13782276,10490047,2558711,137468,396319,199731,291093,25572,61516218,4325000,128983,112306,16677,12606765,12405239,201526,1395269,10888261,564.9774332887763,9147358,46.58129727425798
2009:Q4,75986545,26042780,21112065,19417266,1694799,268585,101997,4560133,49943765,62724,535580,6154221,1962281,3624617,451415,335693,1867201,970308,1218727,1009560,126639,82528,7356221,5865354,4045199,1271025,16751236,177738,918842,14361609,271713,13765611,10441897,2555017,148616,422798,197283,301068,23217,61624936,4488000,134317,117043,17274,12699789,12496138,203651,1402453,10988307,560.8228446290375,8975369,46.22364961163946
2010:Q1,77136690,25984906,21061523,19314524,1746999,268560,104020,4550803,51151784,58472,437703,6225719,1753725,3905697,558899,365739,1901055,1080004,1222783,1008476,129872,84435,7747118,5956286,4303143,1278557,17177489,179254,905837,14256041,272646,13663553,10311197,2493057,216151,445612,197536,294123,25719,62880649,4644000,141578,123889,17689,12728381,12524508,203873,1402875,11096944,566.6483365304517,9003327,46.61428363442972
2010:Q2,76533602,26016730,21106590,19234644,1871946,272741,106488,4530911,50516872,61341,455967,6174793,1649489,4081566,802627,338415,1929323,1011201,1231514,1017194,131568,82752,7053930,6292785,4036828,1265611,17130093,180770,902186,14188273,270436,13604044,10243641,2478453,224652,459509,197789,287178,26615,62345329,4405000,135705,117601,18104,12648836,12446488,202348,1406188,11298797,551.7873224026933,8991003,46.74379728577249
2010:Q3,78549839,25868733,20961720,19090589,1871131,278713,107935,4520365,52681106,63875,422934,6280284,1645704,4030914,828153,374271,1994624,833866,1242080,1031209,133572,77299,7929269,6452704,4460816,1294756,17773236,182286,902248,14117052,267807,13545297,10165260,2503726,211097,467172,198042,280233,23715,64432787,4757000,148663,130030,18633,12651322,12449156,202166,1409634,11381992,566.0941193251479,8925329,46.75250721703767
2010:Q4,80170132,25647567,20716131,18821141,1894990,284802,111132,4535502,54522565,67271,527713,6136283,1790015,4045289,679475,345490,1901057,1119267,1256760,1053396,132037,71327,8687981,6542683,4730093,1308090,18338966,183802,907619,14103960,269291,13535513,9992875,2646811,213516,484016,198295,273288,25868,66066172,5029000,157970,138809,19161,12731988,12528761,203227,1414595,11498297,574.5735381419107,8828266,46.90611477805729
2011:Q1,81240718,25413452,20441507,18489961,1951546,289254,114428,4568263,55827266,69608,609273,6242369,1738512,3975548,533758,518205,1898002,1025583,1252817,1049135,133584,70098,9283124,6604293,4980700,1328508,18642765,187438,912311,14076086,269135,13502461,9952354,2628309,205326,516727,199745,278248,26242,67164632,5255000,166550,146892,19658,12770529,12567093,203436,1416234,11711592,573.4884904465488,8537607,46.17428343953781
2011:Q2,81606375,25329263,20307653,18379063,1928590,295158,117378,4609074,56277112,65296,603609,6393002,1712377,4111788,413092,547359,1975830,1175507,1294467,1090896,134557,69014,9169357,6656739,5045784,1347048,18769706,191074,916865,14027065,268477,13448657,9889295,2653077,189559,515531,201195,283208,26723,67579310,5315000,170237,149862,20375,12823109,12619243,203866,1431514,11803351,572.5434219777022,8489768,46.192605139881174
2011:Q3,79716552,25259737,20208175,18291435,1916740,300721,120212,4630629,54456815,64382,735858,6419335,1684238,4484241,568476,585952,2034566,1295247,1290692,1085444,137135,68113,7691943,6749434,4503033,1355994,18345105,194710,937850,14016211,263622,13438948,9835149,2702175,198079,500900,202645,288168,25473,65700341,4910000,155553,134977,20576,12828991,12625441,203550,1445669,11921126,551.125296800706,8456286,46.23085066863261
2011:Q4,81105820,25220587,20145921,18125966,2019955,307356,122656,4644654,55885233,57360,817057,6505770,1711674,4445059,585778,490661,2062535,1306085,1237539,1032332,138133,67074,8213139,6896989,4710937,1388536,18736920,198346,965908,14011299,262158,13430610,9786082,2756225,209424,474784,204095,293128,25403,67094521,5153000,165379,144602,20777,12844484,12641102,203382,1462769,11987448,559.7064641192343,8339884,46.010700891748336
2012:Q1,83008290,25074377,19957252,17936905,2020347,312098,126112,4678915,57933913,56257,839005,6571740,1648008,4326031,537414,375876,2057460,1355281,1243592,1044483,135073,64036,9195625,6912105,5279728,1392485,19307863,200605,960868,13952259,260438,13370591,9717886,2745041,202936,498446,206282,293991,27239,69056031,5550000,181375,160048,21327,12848778,12645235,203543,1483001,12252058,563.6280108733355,8219019,45.821834926371075
2012:Q2,83095284,25280250,20145973,18121999,2023974,316267,129046,4688964,57815034,50697,794279,6624968,1598534,4540584,697245,454887,2088302,1300150,1257021,1062047,131465,63509,8895224,7071450,5183747,1371896,19264426,202864,959344,13922399,255607,13342828,9650372,2790468,203076,490443,208469,294854,29110,69172885,5450000,179520,157644,21876,12930959,12726021,204938,1501759,12364178,559.4620581676418,8471627,46.74775117248379
2012:Q3,85050620,25585720,20431635,18359781,2071854,321344,132134,4700607,59464900,52037,793245,6646114,1645634,4656145,636580,477291,2082240,1460034,1253624,1065217,128374,60033,9440968,7313103,5493681,1385443,19618089,205123,961694,13935280,251986,13358057,9598336,2850453,203578,495034,210656,295717,29520,71115340,5700000,189956,167722,22234,13079894,12872506,207388,1506826,12301844,578.0868304682883,8761445,47.720857890407295
2012:Q4,85971520,25829719,20641429,18533875,2107554,326848,134002,4727440,60141801,49480,924784,6757651,1749274,4497330,738757,422873,2039626,1296074,1317896,1134674,125199,58023,9484348,7428806,5578190,1394910,19774879,207382,976871,13905268,247757,13334862,9537717,2912905,205724,465673,212843,296580,26069,72066252,5785000,194232,171640,22592,13233254,13023073,210181,1500370,12715043,566.7794578468997,8996158,48.53900223239878
2013:Q1,88789118,26302748,21079020,18942571,2136449,334274,136364,4753090,62486370,52699,971564,6769898,1672981,4270359,728379,335710,2032339,1173931,1297466,1116378,124853,56235,10799577,7538060,6025477,1407954,20488576,208797,982962,13876638,246278,13307304,9488732,2913773,205433,484449,214917,295990,27066,74912480,6123000,205333,182656,22677,13477847,13264471,213376,1507201,12254044,611.3286393800206,9453839,49.90789793001172
2013:Q2,90026946,26928437,21690587,19439674,2250913,341144,139886,4756820,63098509,56511,994119,6808306,1637997,3768937,639770,287959,1933291,907917,1353114,1174443,124213,54458,11076213,7901965,5993804,1413629,20890695,210212,993007,13899145,243138,13331639,9450591,2960193,210187,493677,216991,295400,28968,76127801,6189000,206426,183664,22762,13698002,13481813,216189,1528964,12353217,616.2589131833404,9989083,51.3850335144509
2013:Q3,92646448,27600595,22342902,19953063,2389839,348125,143106,4766462,65045853,56488,1004398,6899721,1665839,3659600,610055,326167,1884864,838514,1342433,1166274,123529,52630,11660989,8261746,6279928,1432193,21563518,211627,1007373,13956346,238823,13394750,9456978,3030297,201086,487324,219065,294810,27963,78690102,6487000,216253,193396,22857,13922503,13703429,219074,1550220,12447306,632.1858088752309,10496085,52.603878412051316
2013:Q4,94925912,27960093,22680753,20287782,2392971,354638,147368,4777334,66965819,52079,1115091,6874415,1680271,3506788,507972,289594,1856284,852938,1384774,1211274,121661,51839,12312844,8384938,6637191,1449988,22322553,213042,1031845,14131108,234450,13573366,9437773,3090468,215964,608022,221139,294220,29072,80794804,6819000,227078,204126,22952,14229801,14006521,223280,1583471,12510375,645.8224006623639,10850009,53.48050861350935
2014:Q1,96675849,28233778,22944591,20581052,2363539,360307,149812,4779068,68442071,52511,1144327,7064338,1676708,3555354,422393,370944,1915815,846202,1429603,1259367,119593,50643,13065034,8364096,6837347,1463468,22534706,219912,1034667,14127375,233318,13563152,9395149,3096815,218618,629636,222934,300853,30052,82548474,6961000,233815,210223,23592,14539280,14310590,228690,1600648,12714403,649.2516684456051,11185903,54.35049189905355
2014:Q2,98928585,28795040,23479139,21006316,2472823,367116,151241,4797544,70133545,49794,1156420,7131333,1615152,3617449,317395,405792,1948234,946028,1410284,1243156,117645,49483,13799224,8627670,7112108,1483612,22860680,226782,1043038,14199443,232628,13627903,9378116,3164002,226955,634101,224729,307486,31426,84729142,7215000,244285,220552,23733,14583612,14353674,229938,1615824,12931863,655.1967216611646,11628200,55.35573205696801
2014:Q3,99587468,29290415,23929656,21395698,2533958,373801,153430,4833528,70297053,52688,1130746,7265126,1647053,3627689,260494,450228,1968736,948231,1444868,1281870,115462,47536,13546051,8896432,7011576,1494391,22901584,233652,1045197,14191502,229836,13616780,9381871,3242945,227500,537940,226524,314119,30767,85395966,7182000,243929,220552,23377,14853878,14619149,234729,1632925,13089118,652.4195628421573,12013827,56.15066636292959
2014:Q4,101220169,29649571,24261329,21645713,2615616,380723,155759,4851760,71570598,45720,1086484,7414639,1676780,3601696,277324,428129,1968048,928195,1434853,1273770,113488,47595,14136133,9108186,7105428,1516575,23153571,240522,1050011,14262684,227898,13683737,9388069,3309540,235770,522039,228319,320752,30297,86957485,7292000,247919,224302,23617,14894225,14658314,235911,1644703,13258193,655.8773491212853,12257644,56.62850653152428
2015:Q1,102881201,30120952,24701223,21972657,2728566,388231,159158,4872340,72760249,44554,1178857,7645394,1642116,3638289,397092,440274,1970430,830493,1432205,1275523,109846,46836,14360569,9291020,7325972,1537350,23370401,240575,1052947,14242848,227371,13658651,9352444,3307066,244135,524084,230922,325419,31407,88638353,7400000,255835,231916,23919,15006143,14766895,239248,1659224,13380512,662.4436532100324,12620213,57.4359896484071
2015:Q2,103788488,30711817,25220017,22416548,2803469,395224,161490,4935086,73076671,39448,1250438,7649205,1621363,3488391,385749,454841,1940739,707062,1406755,1254260,106435,46060,14394292,9580197,7345209,1544961,23457757,240628,1058027,14372669,223957,13786354,9388877,3377752,254284,531916,233525,330086,32272,89415819,7380000,258524,234669,23855,15096651,14854406,242245,1666612,13487843,662.9363889184448,13027671,58.11631211014292
2015:Q3,102926147,31200553,25672512,22854486,2818026,401414,162931,4963696,71725594,36141,1115578,7831818,1690340,3831613,594628,590119,1939938,706928,1377470,1229747,102254,45469,13252341,9744281,6834061,1542703,23156409,240681,1072158,14493023,221477,13904741,9430309,3463104,261131,514069,236128,334753,32052,88433124,7165000,244603,221415,23188,15253034,15006753,246281,1687060,13598262,650.3266667905432,13424177,58.737601886999336
2015:Q4,104421791,31551060,25989677,23180305,2809372,407721,163037,4990625,72870731,31884,1200468,7983806,1723637,3579016,600547,614817,1935315,428337,1360454,1216848,98694,44912,13833614,9788340,6997671,1557216,23484442,240734,1089448,14506235,219958,13914836,9493968,3400223,280613,501301,238731,339420,32021,89915556,7477000,253493,230481,23012,15371195,15121484,249711,1698681,13664798,658.0086694698429,13686337,59.04295478424464
2016:Q1,105597622,31854282,26238847,23461391,2777456,414756,163436,5037243,73743340,32610,1281307,8148801,1700819,3713989,724076,610300,1951548,428065,1400373,1259193,96799,44381,14138433,9725311,7006882,1572857,23679887,241530,1100541,14518798,220926,13922922,9484266,3412223,288500,495832,242101,341745,33205,91078824,7610000,258549,235412,23137,15526064,15274221,251843,1702538,13782355,660.8364423267973,13977125,59.57500559110072
2016:Q2,107465867,32566713,26887228,23996015,2891213,421352,166409,5091724,74899154,31300,1240878,8203376,1632907,3786149,778641,629211,2012500,365797,1403540,1264258,95524,43758,14591020,9979799,7148396,1599639,23923336,242326,1116488,14654937,220803,14056039,9536321,3476822,290474,506951,245471,344070,34025,92810930,7770000,266427,242702,23725,15816610,15560430,256180,1725390,13841829,670.5105956866287,14459694,60.2587304600368
2016:Q3,109315884,33201007,27493222,24502635,2990587,427969,168625,5111191,76114877,30800,1130280,8549224,1600035,3633551,762547,583324,1998131,289549,1371538,1234955,93428,43155,14983188,10162074,7401845,1618255,24262928,243122,1128037,14830811,218572,14232784,9610103,3561620,293039,519181,248841,346395,33060,94485073,7950000,271970,248114,23856,16142585,15881492,261093,1737075,13968108,676.434294624509,14892532,60.779308021361786
2016:Q4,109976117,33664715,27920461,24902950,3017511,434808,172718,5136728,76311402,26270,1131243,8693996,1580196,3344831,690554,556884,1919244,178149,1343923,1209132,93482,41309,15295579,10165312,7350037,1617493,24371723,243918,1146881,14934392,216786,14337188,9660274,3636436,291257,497010,252211,348720,31698,95041725,8015000,275130,251910,23220,16443078,16177487,265591,1762545,14123300,672.9427593671011,15242676,61.20831467757836
2017:Q1,112414693,34105565,28304931,25318968,2985963,441135,174297,5185202,78309128,30802,1310733,8764233,1535523,3339355,666218,577681,1914232,181224,1356169,1224216,92536,39417,16143872,10187645,7775809,1635960,24830260,247921,1150846,14993696,216478,14394091,9707915,3630418,286703,515084,253971,350055,33072,97420997,8415000,289181,265620,23561,16604288,16335546,268742,1788846,14353057,678.7473733202349,15611053,61.657540702290866
2017:Q2,114737865,34872158,29042578,25839363,3203215,446548,176963,5206069,79865707,33902,1307970,8681714,1516014,3431254,711720,590965,1943823,184746,1351666,1220256,93350,38060,16616092,10681603,8025094,1644937,25163582,251924,1159955,15150467,219543,14546040,9775709,3682731,298603,533266,255731,351390,33494,99587398,8680000,300254,276157,24097,16856383,16583027,273356,1814672,14538770,684.978148768846,16063654,62.16737618493149
2017:Q3,116567912,35360922,29513540,26346184,3167356,451991,179238,5216153,81206990,39830,1225425,8805690,1576512,3337084,633623,587838,1927853,187770,1334068,1207108,91182,35778,17070569,10778989,8385511,1661493,25545135,255927,1190758,15299324,215975,14697073,9857084,3749202,295294,538002,257491,352725,33551,101268588,8980000,306537,282237,24300,17037529,16759848,277681,1836392,14692114,689.2717304109428,16489100,62.58629333189201
2017:Q4,119274271,35883097,29975468,26746918,3228550,457951,182042,5267636,83391174,38974,1341003,8836163,1653051,3355335,649562,578816,1936252,190705,1284061,1158740,90171,35150,18101805,10959571,8707623,1678576,25973532,259930,1201550,15496972,217927,14891506,9930828,3830752,299147,571528,259251,354060,33479,103777299,9439000,318961,294382,24579,17209829,16928824,281005,1844985,14871770,697.81403802325,16816090,62.871131544950345
2018:Q1,120361407,36618285,30639037,27369865,3269172,464516,185852,5328880,83743122,42100,1434117,9042530,1621841,3419676,805897,552714,1870752,190313,1261094,1137908,88944,34242,17947715,11055676,8747300,1689238,26006797,261314,1213724,15548928,219444,14937457,9968009,3819883,303118,588081,258366,356114,35913,104812479,9395000,321586,297412,24174,17609930,17322521,287409,1863910,15133060,692.6059807114738,17401856,63.58035014056518
