date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM103092305.Q,LM383064105.Q,LM103092105.Q,LM383094905.Q,LM383064205.Q,FL153040005.Q,FL153050005.Q,FL383070005.Q,FL383078005.Q,FL383090005.Q,FL384194005.Q,FL384190005.Q,LM313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163005.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,LM143192305.Q,FL313140003.Q,FL383170005.Q,FL143178005.Q,FL383190005.Q,FL143181105.Q,LM103164105.Q,LM143192105.Q,LM112090205.Q
2004:Q1,55140959,54360,96903,943176,4983691,1689442,135554,3716935,245008,410442,689443,1522983,849059,1693015,1129275,422334,141406,159798,8063420,2232998,5986694,3054279,1076843,12712457,2462646,221261,5857486,54941658,34875374,7254,2200,26210,9338134,91623,3702839,25132,2721300,2797240,15410242,1143257,2533108,9637405,2096472,274186,40468,2471439,162486,7142754,20066284,12343810,1798485,5923989
2004:Q2,55818834,52282,105514,971490,5084842,1647592,130509,3531724,237384,362033,620408,1511517,800383,1729922,1164508,424586,140828,166055,8063758,2290847,6333746,3009495,1091284,12931685,2531545,202374,5944169,56295434,35558765,7184,2200,26499,9435380,98673,3736774,24221,2796417,2779295,15827545,1154796,2572793,9985417,2114539,265844,40940,2498955,166001,7288218,20736668,12641166,1824768,6270734
2004:Q3,56855925,52002,103561,958726,5188968,1607332,140728,3771857,254188,335232,720146,1594008,868284,1738965,1153377,444344,141244,168939,7956906,2338421,6691528,3072843,1102570,13123118,2563844,177862,6097754,57278534,36444473,7197,2200,26673,9563073,105121,3822244,24183,2832979,2778546,16221559,1152211,2585765,10318708,2164875,264134,40994,2546065,176321,7596257,20834061,12361191,1846029,6626841
2004:Q4,59135660,54298,115469,981927,5274201,1619237,130498,3810022,248348,392937,814154,1645573,709010,1803074,1215212,442577,145285,162684,8591517,2682900,6828643,3344062,1129170,13611672,2524853,190855,6280578,59249034,36982712,7609,2200,26703,9705937,97782,3919926,24261,2882150,2781818,16751476,1181142,2695949,10654266,2220119,263413,41566,2590784,166000,7427024,22266322,13534810,1968381,6763131
2005:Q1,59795368,47496,128703,981309,5422938,1578798,129415,3762987,241608,367385,777887,1652174,723933,1805929,1213121,448033,144775,163942,8555170,2736282,6987111,3317506,1129787,13718574,2661829,238515,6429078,60317950,37918023,7402,2200,26902,9917496,112001,4062682,24076,2941913,2776824,17080111,1201288,2725949,10947900,2204974,264818,41567,2666650,179862,7731015,22399928,13484129,1994837,6920962
2005:Q2,61326599,46157,122045,998037,5535065,1561632,137643,3958726,246451,340435,894970,1712877,763993,1851192,1244215,462025,144952,160764,8782902,2770784,7283721,3368265,1136242,13977590,2777131,213193,6645510,61698251,38709755,7137,2200,27172,9894207,110679,3992064,23730,3005637,2762097,17616052,1256898,2782104,11344661,2232389,242480,41985,2752215,180403,7945904,22988496,13759903,2011004,7217589
2005:Q3,63015167,41025,118003,971287,5738090,1596586,151998,3859336,267140,334717,877081,1727647,652751,1889462,1258550,481400,149512,168904,9192213,2750257,7628785,3529150,1152863,14269792,2881052,191352,6885011,63387197,39533669,7102,2200,27401,9993153,116493,4044797,23636,3049536,2758691,18122664,1271769,2832735,11739775,2278385,259356,42055,2850536,181445,8047757,23853528,14256787,2034275,7562466
2005:Q4,64531860,35057,127418,1026075,5853034,1697500,154390,3967220,276265,289087,916713,1751382,733773,1904732,1269341,485986,149405,158934,9285342,2905296,7817164,3581381,1159509,14544576,2905597,207228,7201407,64372630,40328030,7003,2200,27482,10114744,90071,4143058,23835,3105530,2752250,18666418,1319488,2906604,12119771,2320555,276600,42702,2921171,172902,8096809,24044599,14245010,2049188,7750401
2006:Q1,67066225,34898,109875,984682,6090267,1704459,142156,3978369,259640,390165,890086,1726330,712148,1993333,1289153,473566,230614,160028,10491179,3144016,7883024,3820540,1091029,14826564,2976845,246544,7388416,66274885,41080050,7059,2200,27626,10302692,96494,4297584,23582,3120600,2764432,19164154,1369332,2936429,12520808,2337585,283552,42778,2953270,187071,8109648,25194835,15248147,2132177,7814511
2006:Q2,67568175,36558,125711,977132,6160333,1758142,148078,4019071,275764,338914,827222,1759749,817422,2032316,1328863,475029,228424,152763,10124827,3155716,8110428,3772901,1092390,14925526,3062290,205181,7708812,66881330,41978371,7248,2200,27815,10323846,111671,4211505,23639,3184472,2792559,19703035,1408053,3021729,12923642,2349611,298439,43333,3026839,186331,8359285,24902960,14756270,2104494,8042196
2006:Q3,69147523,35088,115446,946515,6319093,1848503,153624,4064092,279255,324511,904589,1793482,762255,2032481,1324727,475626,232128,153617,10411200,3314585,8326031,3929843,1115167,15204059,3057493,206955,7913732,68280802,42644292,7234,2200,28065,10411459,110579,4257879,23385,3211659,2807957,20171738,1454044,3039045,13267208,2411441,311522,43470,3059845,187903,8420856,25636511,15158540,2220398,8257573
2006:Q4,71308390,34239,119282,948545,6448206,1975850,161857,3935779,287172,241448,843784,1809845,753530,2062452,1351803,478852,231797,147594,11103672,3600319,8440830,4230337,1146454,15570400,2942009,219057,8221509,70004024,43276822,7371,2200,28064,10555545,112517,4297561,23509,3291840,2830118,20684802,1504058,3190189,13533839,2456716,323573,44204,3105946,181110,8344007,26727202,16004112,2349197,8373893
2007:Q1,73203710,34491,118840,927090,6640073,2043037,166967,4110587,278803,268790,940448,1822921,799625,2124084,1400499,485791,237794,143216,11570079,3769925,8462267,4426217,1159681,15783216,3042584,253003,8428353,71692315,44192673,7399,2200,28166,10805986,126169,4423714,23180,3368829,2864094,21042322,1527548,3258919,13815683,2440172,321185,44565,3149442,169864,8621544,27499643,16676587,2431255,8391801
2007:Q2,74742910,34129,135753,910147,6690601,2125129,154779,3975812,274256,188458,980400,1833306,699392,2189925,1479213,472011,238701,130747,11740672,4032196,8601150,4706120,1186322,16167585,3149051,207878,8604914,73296561,44734330,7426,2200,27835,10841470,154347,4294495,23156,3454504,2914968,21554655,1568588,3396926,14112175,2476966,332686,45132,3217057,160694,8545175,28562231,17410539,2623106,8528586
2007:Q3,76562655,35716,141808,898878,6811940,2401069,160022,4480348,244167,182750,1234740,1833551,985140,2224620,1500394,477347,246879,128428,11765373,4193250,8647511,4829002,1198472,16410101,3205422,216821,8813874,74523632,45636074,7627,2200,27484,10979421,131416,4403060,22953,3484539,2937453,22105929,1676710,3459905,14413762,2555552,348986,45116,3248395,150407,8720509,28887558,17597115,2716274,8574169
2007:Q4,76502084,36379,137972,939464,6951763,2623481,159169,4481756,229902,161174,1375651,1694788,1020241,2333652,1611744,474291,247617,151391,11028945,4188219,8497501,4765821,1206282,16449172,3178643,199913,9172561,74563189,46605329,7742,2200,27383,11167365,123814,4493689,23139,3560648,2966075,22579460,1766806,3585143,14618034,2609477,384820,45769,3300851,135299,8954439,27957860,16902934,2632037,8422889
2008:Q1,74632001,39232,139102,905756,7089034,2932051,154773,4507196,207218,254333,1371467,1636116,1038062,2426054,1703910,468764,253380,157766,10146696,3827562,8005880,4441076,1198197,16241726,3211882,222566,8985453,73580077,47594173,8057,2200,27156,11437719,139956,4691656,23458,3597160,2985489,22828980,1838718,3636719,14751535,2602008,407963,45682,3303295,156149,9376972,25985904,15623377,2432405,7930122
2008:Q2,73600521,39560,115345,880410,7016267,2867850,152109,4565506,206421,275103,1409996,1664564,1009422,2415191,1686547,473314,255330,167109,9553317,3734602,7905752,4486010,1209161,16333066,3230798,163163,8765305,73622639,47932827,8004,2200,27039,11522160,139827,4656134,23521,3641232,3061446,22877741,1856606,3618974,14781708,2620453,441778,46170,3298917,140753,9568065,25689811,15450959,2410138,7828714
2008:Q3,71229971,37076,102106,1192152,7144152,2899267,143737,4738052,196983,362966,1544502,1553427,1080174,2395488,1655317,473470,266701,150371,8437052,3067072,7635214,3914567,1207985,16083025,3161849,233872,8686934,72864086,49229596,7630,2200,26742,12085021,146538,5192997,23098,3649033,3073355,23093065,1945770,3737526,14765956,2643813,434375,46054,3248645,158551,10127314,23634490,13834196,2243492,7556802
2008:Q4,67608528,40556,94596,1367309,7126730,3255800,137364,5000751,186664,488924,1637032,1573125,1115006,2165400,1427328,467056,271016,141565,6879524,2378648,7214570,3052632,1199279,15532676,3003405,222252,8795471,70453902,50535326,7547,2200,26551,12675884,131477,5757055,23346,3675105,3088901,22903006,1970650,3590225,14698342,2643789,423403,46747,3162306,145108,11142573,19918577,11036339,1744208,7138030
2009:Q1,65899072,40167,91251,1255937,7101968,3232610,130591,5273092,170019,673916,1466980,1678770,1283407,2102445,1353061,468431,280953,161709,6106724,2167294,6792644,2861241,1207948,15410586,2998773,248785,8715307,69240759,51063458,7325,2200,26550,13254397,106921,6227207,22548,3712032,3185689,22611120,1880868,3464418,14687692,2578142,405960,46689,3083179,144810,11481228,18177301,9942848,1520777,6713676
2009:Q2,67714853,45699,91828,1383519,7038142,3085373,139191,5059395,181675,649254,1185477,1733682,1309307,2149384,1377083,487113,285188,172496,7196530,2630397,6249991,3418555,1229267,15926595,3014302,229629,8654560,70416523,51170418,7605,2200,26549,13690149,86180,6571808,22274,3759343,3250544,22443437,1802235,3450538,14641791,2548873,404159,47204,3074547,137671,11336897,19246106,11329521,1743797,6172788
2009:Q3,70613951,97060,92275,1374271,7128137,2880143,143126,5364892,175642,844703,1205388,1898887,1240272,2210148,1398244,499156,312748,179444,8352140,3152658,6115864,4018734,1252903,16484296,2977388,245624,8544848,72229591,51218796,55953,5200,26299,14128253,72901,6968783,23202,3789325,3274042,22252858,1719144,3429018,14545985,2558711,414640,47239,3076912,143201,11068241,21010795,12954523,2017259,6039013
2009:Q4,71258082,94289,94252,1420490,7324880,2778922,142172,5217047,154547,937655,1069855,1911667,1143323,2266803,1399846,508559,358398,180383,8381244,3285535,5922570,4251752,1271025,16751236,2920751,257837,8696895,73043200,51446060,55364,5200,26199,14480109,58410,7232689,23495,3861364,3304151,22073561,1660185,3404178,14454181,2555017,406416,47845,3115840,135593,11099933,21597140,13630156,2125559,5841425
2010:Q1,72803644,91928,96583,1382772,7394994,2482867,144671,5542246,179296,1057294,1105458,1943069,1257129,2329595,1433996,518563,377036,158135,8788520,3398168,6014839,4517796,1278557,17177489,3019923,300467,8684094,74352932,51989539,53618,5200,26199,15062504,73617,7714997,23581,3897712,3352597,21844679,1671687,3379731,14300204,2493057,417122,47750,3173302,149174,11209991,22363392,14204582,2228518,5930292
2010:Q2,71772357,89592,99998,1478597,7342439,2328871,139378,5679206,178187,1295589,1053166,1968923,1183341,2345045,1436247,516771,392027,145280,7965090,2985529,6353665,4237847,1265611,17130093,3098795,264710,8822611,73759904,52788695,52228,5200,26198,15446507,81979,8059428,23850,3902813,3378437,21668449,1642551,3364237,14183208,2478453,415546,47927,3230455,143402,11752783,20971210,12749554,1955592,6266064
2010:Q3,74746412,96025,99666,1510405,7452462,2309160,145521,5682015,185902,1343759,1101388,2037212,1013754,2418358,1440338,532561,445459,141027,8920589,3464889,6514751,4682488,1294756,17773236,3118445,253619,8869000,75966327,53198326,54958,5200,25923,15938314,97938,8457152,23971,3909841,3449412,21575488,1617737,3375098,14078927,2503726,418531,48092,3265424,146404,11719992,22768001,14138816,2204616,6424569
2010:Q4,75319160,95148,131262,1650218,7355898,2442658,158504,5773847,238026,1213434,1072304,1944680,1305403,2485342,1464522,541317,479503,151286,9760364,3703940,6605251,4966187,1308090,18338966,3114205,273673,7004321,78087979,53608205,54387,5200,25923,16403093,82928,8822662,24161,3979877,3493465,21528582,1639934,3340186,13901651,2646811,407239,48707,3320461,177559,11637054,24479774,15541361,2428766,6509647
2011:Q1,76849842,100919,144373,1467362,7450131,2371671,156069,5671484,237879,1058511,1224844,1940872,1209378,2520985,1454575,539105,527305,150610,10428987,3972437,6667965,5222699,1328508,18642765,3238341,325779,6988757,79569552,53912932,55993,5200,25923,16714148,110460,9090815,24459,3962581,3525833,21425792,1638661,3347107,13811715,2628309,398630,48777,3380712,201977,11655780,25656619,16533202,2551371,6572046
2011:Q2,77330141,108521,144904,1565435,7597724,2333499,150859,5745010,227397,937184,1207560,2018399,1354470,2570400,1487689,539467,543244,158460,10320003,4016156,6721979,5284979,1347048,18769706,3322174,286882,6886402,79853667,54192875,56521,5200,25923,16942967,106911,9295140,24498,3933033,3583385,21294253,1643572,3285717,13711887,2653077,400069,49209,3439894,186360,11792479,25660792,16484678,2552133,6623981
2011:Q3,74648763,109893,122581,1612933,7624532,2290091,147888,6034620,206663,1078193,1201965,2076744,1471055,2604924,1481810,538160,584954,149680,8683457,3318203,6815176,4711504,1355994,18345105,3315831,263452,7142899,78230832,55152909,55150,5200,25923,17284687,124685,9588341,24982,3920838,3625841,21409809,1700280,3377435,13629919,2702175,414229,49498,3453005,199486,12255922,23077923,14157872,2202253,6717798
2011:Q4,76405211,110914,109888,1776569,7749265,2326248,154283,6024410,225510,1121704,1083079,2105004,1489113,2581055,1426046,548159,606850,159780,9312472,3552983,6962910,4926887,1388536,18736920,3292134,272356,6967602,80511656,55681123,54219,5200,25923,17656529,116307,9906085,25268,3942015,3666854,21539318,1762848,3443727,13576518,2756225,430267,49970,3466670,191490,12261537,24830533,15541075,2425132,6864326
2012:Q1,78948649,112491,104748,1686729,7829235,2238305,156328,5839472,210328,1070451,922896,2099919,1535878,2634158,1453765,541445,638948,187446,10403289,3904335,6977979,5514158,1392485,19307863,3349869,318667,6991092,82534552,56011637,54707,5200,25923,18154793,127583,10306692,24433,3944045,3752040,21453642,1771961,3440384,13496256,2745041,415623,50076,3514804,212425,12124444,26522915,16926227,2726490,6870198
2012:Q2,78892442,113605,93832,1751940,7875512,2172927,155201,6033142,204105,1232004,987430,2130922,1478681,2682532,1481822,535125,665585,193689,10052658,3669157,7138817,5410136,1371896,19264426,3366674,289258,7257041,82774700,56635791,53593,5200,25923,18429014,132081,10490548,24468,3965839,3816078,21485437,1825059,3449618,13420292,2790468,421103,50436,3520454,203573,12441058,26138909,16453604,2656094,7029211
2012:Q3,81046739,116305,101743,1774217,7927423,2224916,153910,6186620,206571,1192641,1018373,2125550,1643485,2723006,1478874,538267,705865,196143,10652409,3980065,7379121,5729343,1385443,19618089,3402030,274360,7221596,84813155,57108755,54463,5200,25923,18767344,136003,10723156,24394,3956703,3927088,21586191,1847125,3514573,13374040,2850453,428779,50381,3584698,204769,12401007,27704400,17621362,2811079,7271959
2012:Q4,81749608,114201,103101,1951472,8098017,2353734,148776,5995567,203039,1290843,944452,2082586,1474647,2754353,1499787,530069,724497,197789,10675946,4124887,7493605,5814508,1394910,19774879,3371265,287954,7094644,85288311,57683935,54277,5200,25923,19185261,130329,11027944,24879,3953095,4049014,21661173,1908958,3498184,13341126,2912905,408220,50257,3600593,200455,12492576,27604376,17412420,2802795,7389161
2013:Q1,84643313,111638,135887,1969872,8126313,2265675,154205,5800816,204758,1297079,866164,2075281,1357534,2776874,1479285,538210,759379,170774,12107564,4354505,7601405,6275169,1407954,20488576,3482149,330750,7083187,88524641,58338930,52945,5200,25923,19595601,140086,11373129,24626,3962574,4095186,21643176,1884809,3542611,13301983,2913773,410685,50298,3618932,214461,12721709,30185710,19601206,3085383,7499121
2013:Q2,85301250,111271,155207,1988418,8161015,2236889,151116,5281392,192042,1215326,807914,1974743,1091367,2849347,1536868,539594,772885,186667,12415123,4320402,7967140,6243102,1413629,20890695,3621749,289951,7018137,89930329,58929329,53113,5200,25923,19645526,147246,11368166,24962,3945227,4159925,21690491,1919874,3508186,13302238,2960193,412966,50481,3672126,192634,13180869,31001000,19956772,3181499,7862729
2013:Q3,88015118,112631,155948,1996267,8281200,2290124,161745,5181926,200444,1193658,840315,1925392,1022117,2849100,1499146,539456,810498,173327,13061308,4783382,8327225,6542229,1432193,21563518,3689351,285786,7127858,92308938,59679873,54177,5200,25573,19951519,171169,11563589,25098,3912210,4279453,21757641,1929388,3451640,13346316,3030297,417242,50357,3761140,190376,13466648,32629065,21040262,3363646,8225157
2013:Q4,90955775,109789,174250,2255786,8305444,2316523,162954,5060100,193508,1115607,812847,1896579,1041559,3062594,1688965,548158,825471,168794,13849917,5111076,8450642,6914106,1449988,22322553,3708711,301253,7231295,95128423,60495309,54386,5200,25573,20238727,144511,11834187,24487,3893582,4341960,22258744,1994180,3818383,13355713,3090468,420036,50487,3786021,193718,13462418,34633114,22576046,3712924,8344144
2014:Q1,92758649,109286,161380,2224793,8450873,2298312,165065,5126317,201918,1041164,890932,1956300,1036003,3177933,1763875,549653,864405,221842,14629834,5161578,8430229,7124665,1463468,22534706,3773035,344905,7360429,96454191,61125917,54585,5200,25573,20603312,180154,12098504,24003,3886300,4414351,22338271,2027447,3867668,13346341,3096815,413479,50467,3846704,210747,13577579,35328275,23367900,3638683,8321692
2014:Q2,94881215,110123,177825,2312009,8491220,2226577,167621,5154417,187007,935878,910553,1988399,1132580,3141829,1717929,545013,878887,221702,15443531,5406744,8695208,7415190,1483612,22860680,3885002,315122,7372803,98251547,61371248,54594,5200,25573,20645775,185778,12047511,24035,3882957,4505494,22489609,2093911,3857861,13373835,3164002,426884,50605,3913449,198761,13560798,36880299,24454206,3841887,8584206
2014:Q3,94914853,103748,171330,2358364,8619041,2271074,176925,5114429,179484,867791,930848,2008259,1128047,3058590,1604691,535382,918517,228170,15206005,5178435,8964617,7316277,1494391,22901584,3895348,289425,7567100,99059390,62067121,52358,5200,25323,20893745,207060,12255772,23857,3849493,4557563,22575401,2126447,3782349,13423660,3242945,467049,50911,3996651,220524,13779958,36992269,24257649,3882548,8852072
2014:Q4,96553956,97964,158582,2496386,8786069,2336119,190103,5150316,207853,906182,915001,2007765,1113515,3081476,1608466,541482,931528,218088,15876747,5072306,9176828,7418924,1516575,23153571,3867571,284135,7672196,101403259,63007716,51166,5200,25323,21202868,182012,12480854,24374,3860390,4655238,22886529,2206435,3872297,13498257,3309540,467348,51257,4006803,212783,14098439,38395543,25239902,4092576,9063065
2015:Q1,98108261,88721,130449,2409224,9009882,2286768,194013,5210013,204923,1041611,930971,2011005,1021503,3135389,1611792,552878,970719,219992,16098278,5226732,9361918,7649121,1537350,23370401,3840890,341300,7997820,102511223,63534494,48718,5200,25323,21480674,188286,12606703,24131,3889741,4771813,22924616,2248410,3846128,13523012,3307066,498613,50736,3990230,229139,14281245,38976729,25454072,4277055,9245602
2015:Q2,99017257,89475,136893,2629803,9017119,2263452,197383,5041655,201580,1030439,933233,1981255,895148,3115178,1574449,555267,985462,219449,16116437,5270906,9651188,7670601,1544961,23457757,3928406,304277,8362317,103385531,64404003,49668,5200,25323,21716302,177555,12670654,24650,3902666,4940777,23101156,2315724,3771775,13635905,3377752,514017,50967,4046000,221428,14673941,38981528,25147992,4298798,9534738
2015:Q3,97510300,89177,130007,2509795,9210903,2343556,202314,5371540,209098,1236656,1053203,1980579,892004,3100865,1526343,554244,1020278,189632,14845272,4819115,9815436,7141664,1542703,23156409,3943712,311002,8787198,102497875,65523849,49574,5200,24772,21967136,201257,12812842,24095,3893253,5035689,23221528,2336514,3681945,13739965,3463104,507582,50822,4097386,215131,15384718,36974026,23244502,4034954,9694570
2015:Q4,99129720,86912,125741,2767946,9391084,2404261,212069,5178987,212346,1278527,1090909,1976960,620245,3111142,1513561,565912,1031669,211134,15514666,4969661,9859674,7316247,1557216,23484442,3910935,310363,8717240,104482427,66130348,48938,5200,24772,22343433,179017,13168996,24554,3881759,5089107,23565833,2413712,3855805,13896093,3400223,509727,51149,4089511,196742,15295043,38352079,24321172,4292971,9737936
2016:Q1,100198798,87957,108984,2760586,9574446,2359055,204854,5328913,208765,1414239,1091929,1993071,620909,3190002,1561297,558871,1069834,196681,15846877,5009200,9798312,7325055,1572857,23679887,3945239,356859,8853034,105556156,66784408,49753,5200,24772,22746357,184673,13407102,24439,3903538,5226605,23702743,2476934,3869406,13944180,3412223,496363,51050,4116668,204201,15387301,38771748,24741637,4356437,9673674
2016:Q2,101864953,88073,120687,2848058,9609277,2254114,203357,5405575,218797,1462256,1110325,2054211,559986,3217216,1581978,553972,1081266,186884,16347078,4972478,10053429,7471011,1599639,23923336,4100575,335159,9129008,107228568,67512795,49401,5200,24772,22848627,185663,13391647,24556,3937226,5309535,23913346,2504510,3871880,14060134,3476822,523801,51245,4223041,189381,15683981,39715773,25234195,4553171,9928407
2016:Q3,103842546,89952,126959,2861504,9980338,2193844,253622,5307264,234001,1466093,1078400,2039517,489253,3226352,1557981,551589,1116782,179330,16813204,5272732,10235953,7734737,1618255,24262928,4147260,327496,9210816,109117277,68333180,49294,5200,24222,23146327,176268,13621965,24363,3932793,5390938,24229747,2528189,3915432,14224506,3561620,460707,51261,4338026,194161,15834235,40784097,25819275,4872386,10092436
2016:Q4,104461098,86815,123857,2952384,10174897,2156297,245112,5004747,205968,1402259,1057346,1959389,379785,3210443,1535547,546094,1128802,178517,17201229,5268081,10239232,7681425,1617493,24371723,4210985,339111,9398751,110255970,69286261,47476,5200,24222,23400205,180783,13880222,24459,3932719,5382022,24475676,2529300,3961957,14347983,3636436,469916,51263,4421132,198660,16192511,40969710,25843184,5028955,10097571
2017:Q1,106827969,87687,118465,2772770,10253700,2113101,239039,5025937,210735,1387753,1085977,1954291,387181,3264193,1546040,554959,1163194,191491,18130617,5653532,10262722,8124565,1635960,24830260,4215026,385912,9522991,112173335,69425556,47918,5200,24222,23570325,195512,13923005,24228,3920660,5506920,24632126,2536280,4015921,14449507,3630418,479131,50978,4384482,223704,16007469,42747779,27247821,5381831,10118127
2017:Q2,108913409,90244,136838,2901154,10180498,2101541,212351,5134077,220063,1438589,1100648,1983766,391011,3256456,1526192,557246,1173018,168245,18630121,5922158,10756847,8385379,1644937,25163582,4304941,317456,9606584,113640611,69808671,49138,5200,24222,23699860,194666,13965794,24391,3930210,5584799,24857375,2571121,4007340,14596183,3682731,475343,50851,4429638,209294,16007751,43831940,27666296,5552706,10612938
2017:Q3,111285669,91767,268022,2809437,10337320,2197615,198756,5034986,202838,1366976,1101535,1967519,396118,3268897,1500821,562143,1205933,175683,19139672,6320371,10857085,8760152,1661493,25545135,4396262,353465,9869552,115475556,70515209,49912,5200,23972,23954246,206063,14156063,24368,3906190,5661562,25211006,2576820,4145877,14739107,3749202,472329,51013,4514306,205590,16027635,44960347,28435282,5816100,10708965
2017:Q4,114350129,90974,255524,2969927,10414989,2307247,203293,5133031,201391,1432390,1117325,1976225,405700,3264020,1467143,579905,1216972,154811,20270112,6564342,11037826,9095889,1678576,25973532,4451681,582653,9901702,118061493,71017678,50294,5200,23972,24323311,206670,14434589,24395,3951291,5706366,25717908,2617257,4342179,14927720,3830752,474305,51090,4577776,423705,15370117,47043815,29974314,6178623,10890878
2018:Q1,114890565,93116,252958,3122390,10626647,2245345,191831,5170904,204091,1573503,1080740,1910415,402155,3263393,1439239,573085,1251069,198216,20079379,6212949,11133857,9131076,1689238,26006797,4559476,632630,10280364,118889729,72087418,51344,5200,23972,24868105,242010,14894690,24662,3931742,5775001,25840496,2639792,4357431,15023390,3819883,465379,51194,4636164,435899,15709665,46802311,29696334,6124491,10981486
2018:Q2,116200118,93043,264677,3073337,10696547,2267765,181551,5343780,212194,1666310,1134621,1921724,408931,3270926,1431910,578625,1260391,201287,20429767,6102572,11335601,9234596,1706956,26241366,4740903,606142,10409302,120985346,72698544,49674,5200,23972,24913970,240837,14933718,23511,3933959,5781945,26413150,2699361,4661242,15194353,3858194,423118,51040,4771032,412782,15634606,48286803,30816380,6290997,11179426
2018:Q3,118528845,91943,174771,3085473,10769981,2254698,181040,5606524,221409,1845320,1220615,1904425,414755,3303197,1427789,583178,1292230,197960,21395198,6143491,11445826,9576349,1727020,26630521,4928285,621765,10394803,124347020,73667988,49274,5200,23706,25243970,223580,15227623,22822,3917771,5852174,26720710,2706575,4735674,15343882,3934579,425199,51221,4962420,426210,15760079,50679032,32584248,6807467,11287317
2018:Q4,114027310,93893,148127,3223106,10908014,2431489,179470,5810196,240335,1971738,1255499,1931134,411490,3278990,1398267,576690,1304033,196770,18470066,5214635,11417035,8399901,1709872,25850061,4936407,631477,11127801,120195229,75224400,49117,5200,23706,25581104,196467,15566216,22940,3906990,5888491,27140928,2841595,4810960,15481331,4007042,415286,51284,5034129,430858,16492788,44970829,27819017,5892833,11258979
2019:Q1,121223262,93595,151645,3145131,11116703,2562863,177434,6046863,246905,2174559,1256142,1955388,413869,3312112,1399954,577109,1335049,103778,21529683,5776189,11641974,9437890,1741891,26767370,5072716,674087,11871338,126574845,76469938,49027,5200,23706,26030413,241104,15888708,22201,3893207,5985193,27234583,2854503,4813526,15572073,3994481,393242,51793,5096374,459120,17126480,50104906,31943823,6677399,11483684
2019:Q2,123915763,96416,168429,3079678,11141339,2549569,174577,6318213,255160,2333141,1342624,1965062,422226,3316546,1401294,572360,1342892,103163,22121587,5935894,12035513,9848236,1756225,27202850,5241438,628734,12197356,128658106,77100535,49096,5200,23706,26094896,236578,15884286,21997,3879171,6072864,27416627,2885944,4764357,15714205,4052121,388736,51690,5192999,419270,17458316,51557571,32735663,6946131,11875777
2019:Q3,125275088,96226,154070,3238450,11342622,2836251,173660,6385972,284949,2392850,1319818,1958478,429877,3394812,1442868,577294,1374650,58830,22105419,5824222,12150380,9804322,1771504,27432835,5327509,560823,12617181,130351374,78431504,48146,5200,23166,26600944,216317,16303690,21455,3877233,6182249,27842006,2873059,4939270,15905519,4124158,391904,52098,5290721,430964,17746355,51919870,32916877,7014679,11988314
2019:Q4,129851499,97783,171620,3420041,11555092,2995519,176935,6285643,295141,2251923,1340263,1963082,435234,3427000,1463924,580733,1382343,72078,23741782,6214598,12217655,10435418,1786248,28062387,5396648,557601,13237451,134313048,79434105,48835,5200,23166,26955273,194530,16628907,21211,3919461,6191164,28220968,2893849,5080750,16054178,4192191,399320,52181,5340438,430124,17958599,54878943,35220455,7605837,12052651
2020:Q1,121955042,96360,159827,3961994,12026145,3586412,188284,6358014,299003,2168669,1394733,1943094,552515,3601740,1608459,581836,1411445,36791,18377713,4747961,12371965,8480951,1786692,26791244,5298513,593595,13490842,127850350,81440543,48199,5200,23166,27691301,243129,17115829,21184,3926401,6384758,28926006,3387268,5203126,16187773,4147839,385834,52034,5247790,456097,18604916,46409807,28120406,6085011,12204390
2020:Q2,132146480,102151,184921,5951042,12654707,3861468,205495,6152096,284729,2217674,1017060,1966499,666134,3722067,1717663,588571,1415833,57629,22407644,5617274,12609570,9812256,1827381,28054829,5087027,642914,13196009,138564115,84281417,48584,5200,23166,30865676,166104,19867035,21019,3948108,6863410,29285864,3485075,5365412,16337986,4097391,370036,52024,5125319,484872,18020677,54282698,34665405,7293045,12324248
2020:Q3,136940289,106535,200748,6212957,12759797,3668346,205431,5952273,297987,2207772,997556,1974276,474682,3794670,1757862,598027,1438781,36530,24628994,5928596,13034133,10411486,1865988,28688226,5307147,627189,13511244,144141582,85246668,49709,5200,23126,31394601,122229,20340181,20151,3984388,6927652,29528619,3271983,5545846,16568084,4142706,365998,52363,5318898,439226,18068927,58894915,38228809,7916319,12749787
2020:Q4,145651311,111681,183472,7322538,12279067,3569134,216240,6066899,328001,2290644,976538,1984753,486963,3853075,1807897,604302,1440876,33623,28881516,6763156,13391169,11484782,1921752,29788554,5457224,630071,13697358,151714083,85854683,50864,5200,23126,32050176,132202,20946158,20207,4008206,6943403,29927886,3164356,5773221,16805456,4184853,326787,52371,5431926,445356,17540991,65859400,43920797,8835448,13103155
