date,FL102000005.Q,LM102010005.Q,LM105035005.Q,LM105015205.Q,LM105013765.Q,LM105020015.Q,FL104090005.Q,FL103091003.Q,FL103020005.Q,FL103030003.Q,FL103034000.Q,FL102051003.Q,LM104022005.Q,FL103069100.Q,LM103061103.Q,LM103061703.Q,LM103062003.Q,LM123063003.Q,FL104023005.Q,FL103065005.Q,FL103066005.Q,LM103092305.Q,LM103064103.Q,LM103092105.Q,FL103092405.Q,LM103064203.Q,FL103070005.Q,FL103090005.Q,FL104194005.Q,FL104190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163005.Q,FL104123005.Q,FL103168005.Q,FL103169005.Q,FL103165005.Q,LM103192305.Q,FL103170005.Q,FL103178005.Q,FL103190005.Q,LM103181105.Q,LM103164105.Q,LM103192105.Q,FL102090005.Q,FL103164106.Q,FL104104016.Q,FL104104006.Q,FL102000115.Q,FL102010115.Q,FL105035045.Q,FL105013213.Q,FL105013715.Q,FL105020000.Q,FL102090115.Q,FL105012613.Q,FL105013613.Q
1996:Q2,13386879,7404535,3299441,2298635,721369,1085090,5982344,19844,164724,103832,84764,4322,138943,20928,63106,22880,31437,592,131713,59696,72017,49650,549214,1188650,210,54306,1269179,2222993,14307247,6423120,1873228,181726,137110,1554392,1376514,643412,482210,250892,124082,889439,45602,2114255,7884127,7035650,848477,6963759,113.21653691835878,41.2187890728666,46.66648554798245,11715870,5733526,2099326,1951508,643221,1039471,5292750,31899,1782780
1996:Q3,13546539,7453063,3289631,2335992,733959,1093481,6093476,20922,177224,112984,88884,4674,135843,23488,52144,25926,33603,682,127089,58569,68520,53351,569961,1206024,212,57743,1295612,2242953,14466975,6508237,1880751,172999,137084,1570668,1400680,660819,488555,251306,124923,876673,49068,2176142,7958738,7100424,858314,7038302,113.07752323181914,41.23054935042501,46.6224840203335,11918089,5824613,2125260,1989551,657918,1051884,5409852,32328,1807283
1996:Q4,14080559,7718821,3498147,2371476,744688,1104510,6361738,28208,189301,129670,94627,3904,138732,31534,47095,28480,31017,606,135609,57864,77745,59367,621908,1348740,153,62566,1273063,2275890,14959611,6570927,1889281,156405,137851,1595025,1413320,669521,484638,259162,125607,927011,49872,2165836,8388684,7403482,985202,7509632,111.70565394214285,39.369713654893154,43.97819609334751,12283452,5921714,2153678,2027223,673124,1067689,5712525,32822,1833388
1997:Q1,14463684,8036331,3765175,2394899,766026,1110231,6427353,28968,191362,132912,103040,3732,131445,26721,54405,19272,30361,686,134511,64554,69957,60380,655484,1376025,154,62961,1311149,2235230,15122282,6680714,1931085,168747,138652,1623686,1443277,689072,490933,263272,135119,905003,62141,2204089,8441568,7436807,1004761,7782970,108.46203476006764,39.973165306850696,43.3557084498157,12453399,6026046,2173652,2064743,690204,1097447,5772685,33391,1859367
1997:Q2,14649348,8119974,3788763,2422642,786774,1121795,6529374,33462,184566,146321,104608,3249,114841,25733,40178,11823,36262,845,139461,71488,67973,61398,789496,1397400,162,69664,1365473,2119273,16207838,6617702,1979805,179286,139800,1660719,1469281,704488,491727,273066,141475,917933,57173,2052035,9590136,8572225,1017911,8031646,119.40436853363497,35.96493038047871,42.94369801437205,12623399,6094025,2189433,2103758,707969,1092865,6005697,34046,1884605
1997:Q3,14997181,8332599,3937450,2456686,805684,1132780,6664582,33251,188636,141792,112057,4004,107805,28351,36848,8394,33371,841,146985,78328,68657,61780,869725,1418159,169,74632,1388629,2116958,16958781,6657775,2034658,176649,141682,1716327,1499607,712474,500125,287009,141919,938196,64368,1979027,10301006,9280705,1020301,8339406,123.5220534672514,34.30989962270077,42.380292556512735,12862057,6197475,2228926,2145992,726027,1096530,6204282,34729,1911530
1997:Q4,15615794,8735027,4290699,2480420,816120,1147788,6880767,23139,178778,164374,118834,4562,99247,36145,26846,7971,27380,905,169999,85590,84409,64484,916390,1577539,161,74492,1361106,2127662,17449709,6758602,2046083,168598,142002,1735483,1569382,733262,534908,301213,147048,992089,59214,1944786,10691107,9414870,1276237,8857192,120.70538056951214,33.81750339014131,40.81954616617774,13169209,6288442,2261936,2184038,743467,1099001,6410607,35376,1939079
1998:Q1,15961298,8877038,4385249,2500445,833014,1158330,7084260,27115,191770,205028,130272,3717,91667,32204,21850,7283,29203,1127,161451,83154,78297,70432,1072297,1618771,174,84641,1395370,2031555,18904904,6856025,2151561,193105,143842,1814614,1593061,746950,550237,295874,151037,1003982,69045,1887339,12048879,10751977,1296902,9105273,132.3285878587743,31.078593564550488,41.12586399033758,13502960,6418700,2292638,2223389,760652,1142021,6646935,35992,1966792
1998:Q2,16367389,9112881,4578553,2525628,846284,1162416,7254508,20577,192645,202999,135402,2491,82588,28870,19024,7036,26479,1179,157381,80331,77050,83423,1136358,1644628,191,88194,1432830,2074801,19342458,7095428,2252070,202491,145492,1904087,1627755,777822,553909,296023,156045,1000609,59915,1999034,12247030,10940801,1306229,9271961,132.08672372884743,31.679718536955814,41.8447023019853,13760923,6506415,2323470,2261713,777574,1143658,6665495,36591,1997227
1998:Q3,16500128,9194456,4612381,2554421,861816,1165838,7305672,18385,189102,201597,149180,3252,86759,31301,20292,8288,25803,1075,153309,77618,75691,80990,1048714,1668148,203,83020,1480470,2142543,18585689,7398322,2295087,216872,147009,1931206,1669506,807680,558909,302916,161395,1022821,68559,2180954,11187367,9878045,1309322,9101806,122.91371084242377,35.43812057283842,43.55830904888811,13924289,6618617,2360644,2298403,794952,1164618,6525967,37202,2027725
1998:Q4,17457169,9354189,4706821,2586099,886940,1174330,8102980,30518,163220,192588,161719,4208,100255,39433,23615,10609,25748,850,153578,74229,79349,86871,1303141,1897535,186,97645,1448432,2463084,21129396,7623422,2309478,192958,147763,1968757,1752049,828739,595095,328214,171885,1049696,64058,2276256,13505974,11821994,1683980,9833747,137.34310544648696,30.072079783285638,41.30192824670967,14780195,6677215,2389154,2337684,813077,1137300,7156773,37861,2058098
1999:Q1,17702451,9319670,4599674,2623791,906824,1189381,8382781,36235,154251,195635,172938,4775,100327,40493,22992,11324,24734,784,143438,68168,75270,111859,1476972,1935650,184,102125,1501928,2446464,21638084,7885000,2395716,223886,149143,2022687,1803974,834563,628245,341166,187480,1052365,69320,2376145,13753084,12072707,1680377,9817451,140.0881409155051,30.53635327830746,42.77780961097182,15187152,6804371,2429691,2378291,831868,1164521,7302152,38548,2088155
1999:Q2,18143910,9419411,4629982,2653859,932293,1203278,8724499,32343,173087,210997,171667,3434,101694,47355,21103,11363,21096,777,136467,61601,74866,125774,1696963,1966938,195,110629,1582779,2411532,22935835,8055147,2466609,232365,150297,2083947,1806802,838442,616010,352350,196211,1094026,70936,2420563,14880688,13123457,1757231,10088763,147.4976409937225,28.7178326981326,42.35812577426948,15636680,6912181,2468339,2420387,852132,1171323,7581533,39277,2117595
1999:Q3,18624131,9693692,4832126,2684140,950811,1226614,8930439,33490,178700,214705,179286,6089,111411,47618,21191,12445,29423,734,128792,54927,73865,137487,1698637,2014431,200,109252,1659489,2458470,22860282,8423201,2542876,239280,151977,2151619,1868596,854571,615908,398117,210486,1163247,73587,2564409,14437081,12668927,1768154,10200930,141.52710892286817,30.55653675943912,43.24578306258765,15938948,7008509,2475475,2463792,873618,1195624,7515747,40045,2147067
1999:Q4,19596349,9907802,4939629,2724829,984814,1258530,9688547,31460,192794,236877,196783,5793,105469,47604,19420,12416,25002,1027,124706,48586,76120,142387,2075021,2371426,192,127331,1657593,2420715,25937693,8494126,2559067,230326,152826,2175915,1907721,867951,623177,416594,224574,1228170,71032,2503562,17443567,15354322,2089245,11102223,157.11777970913457,25.60708105691723,40.23327720494674,16798996,7110449,2511787,2504069,895759,1198834,8304870,40857,2177351
2000:Q1,19772004,9797768,4737949,2769709,1010575,1279536,9974236,35750,180475,234409,204332,7995,112516,46046,21881,15205,28229,1155,120931,49102,71829,133741,2074707,2411788,184,132886,1740248,2584274,27073204,8695057,2634270,260797,153262,2220211,1966397,883458,659166,423773,230796,1276515,82756,2504323,18378147,16259507,2118640,11076947,165.91346154736627,25.033358761968778,41.53371206355331,17233834,7259598,2551675,2548069,918996,1240858,8538777,41722,2209229
2000:Q2,20536774,10240013,5085833,2814795,1036396,1302989,10296761,29742,196362,249797,197260,5943,124591,49284,23978,18089,32062,1178,123662,49369,74293,132903,1973307,2461166,195,128352,1851019,2822462,26924028,9119033,2703105,296844,153380,2252881,2018334,903938,680060,434336,240679,1359541,80244,2717130,17804995,15608459,2196536,11417741,155.94148272803392,26.517497682854152,41.3517790690148,17665082,7368321,2589671,2595299,942286,1241065,8546049,42622,2243629
2000:Q3,21319235,10681552,5437494,2860650,1061943,1321465,10637683,13998,220774,265311,202859,5763,128395,58245,23141,18933,26918,1158,124365,49061,75304,139202,1908758,2488038,205,128479,1932418,3079118,26977787,9474472,2754174,307039,153937,2293198,2014537,909341,666715,438481,276953,1447654,80356,2900798,17503315,15276548,2226767,11844763,147.7726067831295,27.24461419206614,40.26007659962259,18156441,7518758,2633953,2641406,965595,1277804,8681969,43518,2280553
2000:Q4,21984847,10888965,5570249,2893562,1085157,1339997,11095882,24029,227700,272343,213914,4204,124661,57765,18105,15423,31938,1430,130954,49464,81490,131195,1717546,2250325,210,118041,1939233,3941527,25294516,9887587,2751414,278402,154187,2318825,2065067,918905,700932,445230,280845,1541422,77992,3170847,15406929,13357952,2048977,12097260,127.35882740666963,31.26178799928445,39.81464662224764,18708075,7612193,2667670,2685131,989241,1270151,8820488,44406,2318612
2001:Q1,21985621,10907421,5561569,2909504,1101100,1335248,11078200,16928,164208,254457,246450,3349,113209,54671,16108,14284,26641,1505,125408,49979,75429,135394,1457214,2283166,208,106246,1947028,4224935,24075367,10195118,2811293,235619,154669,2421005,2026186,904932,705194,416060,305180,1506208,82860,3463391,13880249,11810852,2069397,11790503,117.72398156428984,34.85153159642466,41.02861063144761,18829767,7751567,2708200,2722613,1010825,1309929,8634649,45291,2354655
2001:Q2,22180024,10992042,5619025,2934839,1113625,1324553,11187982,17093,169914,250584,259403,3196,111844,56427,16063,14828,23426,1100,123428,50216,73212,132651,1482561,2315551,258,112361,1951662,4257476,25043123,10252521,2902655,206256,155816,2540583,2025778,869496,727112,429169,314628,1479788,77568,3452104,14790602,12676646,2113956,11927503,124.00417353764695,33.32137922516867,41.3199009195156,19004274,7816292,2744642,2751611,1030173,1289866,8751753,46189,2391930
2001:Q3,22199412,11064401,5691149,2948546,1119809,1304897,11135011,14369,168264,251814,285024,3496,117077,56538,16864,16203,26337,1135,120659,50835,69824,137425,1213521,2344200,270,99260,1909069,4470563,23252951,10474971,2922508,189571,156406,2576531,2024692,843261,729225,452206,323789,1451015,103125,3649842,12777980,10653423,2124557,11724441,108.98583235931561,38.71660519794238,42.195614436247546,19022276,7887265,2793424,2774497,1047189,1272155,8547305,47097,2430002
2001:Q4,21589227,10824670,5453768,2967393,1130541,1272968,10764557,15517,174562,281120,314064,3980,124868,60169,16852,17539,29331,977,125048,51995,73053,137668,1286722,1904942,282,108960,1817916,4468908,24221203,10394436,2955471,177726,157687,2620058,2000710,811191,703037,486482,333019,1437691,81045,3586500,13826767,12005252,1821515,11194791,123.51071588278077,35.84482843372956,44.27220420545393,18664216,7899659,2834780,2793674,1061657,1209548,8269780,47989,2461648
2002:Q1,21797291,10998478,5627982,2973612,1138754,1258129,10798813,16672,180548,276810,310972,2673,124424,54667,20664,18325,29835,933,120599,52296,68303,144935,1285382,1938488,284,109114,1855375,4432537,24380265,10482854,2982797,162983,157500,2662314,1981173,796870,698317,485986,338358,1440835,85067,3654625,13897411,12057605,1839806,11314437,122.82901198332381,35.71866253028531,43.87288027960713,18762114,7963301,2863266,2808072,1074314,1217649,8279260,48907,2491047
2002:Q2,21774358,10986761,5586305,2979992,1147222,1273242,10787597,18500,180239,279564,305105,5667,127959,55218,25139,18964,27818,820,121853,52986,68867,153196,1108373,1963358,302,99863,1875524,4548094,22960786,10625701,2995238,141454,158317,2695467,1968970,750064,716089,502817,318183,1441265,88580,3813466,12335085,10468854,1866231,11148657,110.64189379324509,40.24461512247679,44.527404321311025,18791454,8003857,2898076,2819639,1086304,1199838,8165753,49853,2517216
2002:Q3,21823395,11108741,5691261,2963937,1159939,1293604,10714654,20000,174787,263917,302591,5282,140785,60256,28351,18126,33223,829,123389,53829,69560,153130,912525,1996396,312,87756,1832497,4701287,21345992,10749051,2979760,136423,159165,2684172,1976004,730144,726205,519655,305659,1441937,101055,3944636,10596941,8704958,1891983,11074344,95.68910692509705,46.76598571715256,44.74995407746172,18793077,8078423,2919074,2829927,1097884,1231538,8044026,50799,2541082
2002:Q4,21799921,11394121,5943203,2973703,1164513,1312702,10405800,20587,161595,291301,319714,6171,145920,64789,31354,16883,32131,763,128994,54196,74798,158343,984329,1596736,323,90918,1719534,4781335,21455937,10750388,2974326,119813,160622,2693891,1997530,708528,734905,554097,308096,1457412,92954,3920070,10705549,9306500,1399049,11049533,96.88689334605682,46.44185513381523,44.99607065142978,18532928,8127128,2949024,2838047,1108441,1231616,7782540,51786,2564934
2003:Q1,22075326,11659199,6176019,2961598,1173296,1348286,10416127,21933,172507,303994,311854,5717,147400,61894,34525,17944,32334,703,126924,54481,72443,149567,922711,1627325,323,89812,1799889,4736171,21250525,10780684,2983466,119825,160774,2702867,1981829,684398,733774,563656,297488,1417649,97214,4003038,10469841,9041830,1428011,11294642,92.69741624286985,47.424739912473235,43.96150855876374,18609995,8193868,2981814,2845820,1119320,1246914,7829311,52826,2589148
2003:Q2,22096574,11623732,6130525,2961832,1191419,1339956,10472842,30297,190869,325301,307481,6221,150337,70005,36575,12192,30865,700,127428,55021,72407,158464,1030006,1660922,350,100865,1797930,4586371,22398424,10576611,3011544,100995,161893,2748656,1966937,652300,737110,577527,293618,1395469,96413,3812630,11821813,10391734,1430079,11519963,102.6202342446712,42.11266764105654,43.21611817993206,18735833,8262991,3011609,2857024,1130666,1263692,8159222,53886,2614622
2003:Q3,22004234,11513380,6000889,2957512,1210343,1344636,10490854,34513,211277,337052,299347,7241,163107,80487,35355,11785,34611,869,128911,55855,73056,161730,1021911,1694528,373,105180,1783467,4542217,22763977,10529845,3045379,103978,162518,2778883,1956542,636610,723124,596808,278477,1391531,98972,3758945,12234132,10787342,1446790,11474389,106.6212077220893,40.884963490985875,43.59204185082442,18809999,8319145,3038786,2870680,1142916,1266763,8280154,55022,2640226
2003:Q4,22712976,11665928,6096106,2980244,1225681,1363898,11047048,38145,204455,362778,293559,5986,157048,75679,33690,11230,35404,1045,115962,56897,59065,154364,1106509,2177117,416,114880,1701793,4614036,24131884,10397164,3032939,82481,163914,2786544,1973607,628789,737795,607023,266249,1402680,81222,3640467,13734720,11955105,1779615,12315812,111.52102384224281,36.45175200238519,40.651367041495206,19413904,8366856,3056204,2886051,1155372,1269229,9016740,56192,2666398
2004:Q1,23359217,12121838,6477566,3007871,1238467,1397935,11237379,41699,222037,369694,295004,5183,160190,78983,34925,11642,33487,1153,116464,60461,56003,159798,1122544,2232998,408,117914,1805212,4588234,24667402,10529318,3085419,91623,196556,2797240,1988586,594848,745825,647913,273548,1436135,90747,3654883,14138084,12343810,1794274,12829899,110.19637396983202,35.88891465872608,39.54828261104365,19715108,8477729,3088548,2898106,1167002,1324073,9185790,57372,2691616
2004:Q2,23986653,12553895,6812716,3057661,1249850,1433668,11432758,47625,245120,360406,295646,4829,158009,78886,34008,11336,32561,1218,120375,64275,56100,166055,1138964,2290847,447,118146,1860975,4625314,25119108,10657252,3080640,98673,202672,2779295,2021483,598516,756167,666800,265254,1443397,92174,3754304,14461856,12641166,1820690,13329401,108.49592031432245,35.27986073692032,38.277209592133005,19995728,8562970,3118285,2914735,1178544,1351406,9338476,58593,2717948
2004:Q3,24650112,13057865,7251340,3079010,1260277,1467238,11592247,44697,261585,384213,296208,5719,161033,85624,31880,10627,31750,1152,122240,68136,54104,168939,1114543,2338421,482,116560,1883098,4694509,25030651,10827466,3087679,105121,204012,2778546,2065702,610150,759268,696285,263561,1471093,100406,3839025,14203185,12361191,1841994,13822646,102.75301054628972,36.28327641514076,37.28215884138905,20250240,8657993,3148412,2934725,1191602,1383254,9422774,59822,2746470
2004:Q4,25307400,13180600,7279147,3129204,1278650,1493599,12126800,53705,235523,370456,305966,6422,173582,95023,34014,11338,31813,1394,131518,72307,59211,162684,1213832,2682900,487,125553,1830643,4833529,26430061,10930831,3085125,97782,205525,2781818,2147660,634957,793245,719459,262887,1499936,87996,3847227,15499230,13534810,1964420,14376569,107.80896620387679,33.761581708707,36.39801221423418,20863606,8736806,3183074,2958519,1205593,1389620,9932775,61071,2776805
2005:Q1,25882180,13572967,7554459,3183332,1297448,1537728,12309213,61301,234769,362506,307646,6190,190736,90942,49230,16410,32636,1518,127807,72457,55350,163942,1137185,2736282,475,124068,1944055,4912251,26665998,11191225,3097305,112001,208480,2776824,2187864,631156,819713,736995,264266,1536003,99689,4006098,15474773,13484129,1990644,14690955,105.33537858960867,34.15345385694907,35.9756699216446,21196429,8887216,3220871,2983014,1221487,1461844,10005204,62352,2808665
2005:Q2,26384467,13811898,7720117,3222108,1321683,1547990,12572569,57496,278710,343199,313360,8459,192879,90215,52929,17643,30113,1979,129676,73660,56016,160764,1101851,2770784,481,125722,2031068,5058120,27165990,11399267,3095249,110679,222473,2762097,2284081,637640,849659,796783,241978,1589494,98061,4090404,15766723,13759903,2006820,14985200,105.21529917439119,34.11825133719514,35.89762021750059,21566977,8994408,3262670,3010546,1238629,1482563,10167710,63663,2842068
2005:Q3,27072102,14230423,8073764,3231981,1341059,1583619,12841679,51419,315583,351596,329218,11692,198471,99352,48484,16161,32331,2143,131805,74008,57797,168904,1089399,2750257,521,131207,2108390,5203217,27819721,11532703,3109291,116493,234107,2758691,2317325,610741,859401,847184,258843,1655679,96934,4094631,16287018,14256787,2030231,15539399,104.81111941284374,33.31866153989162,34.92166213333705,21958639,9116960,3309256,3041622,1256598,1509484,10425936,65026,2877216
2005:Q4,27907890,14602956,8356428,3262634,1365208,1618687,13304934,63571,336173,380360,359020,14560,215089,110974,52117,17372,32113,2513,134342,74759,59583,158934,1058806,2905296,529,134404,2108248,5435602,27993467,11703371,3092412,90071,250091,2752250,2435089,613221,903561,918307,276048,1699382,86222,4114218,16290096,14245010,2045086,16204519,100.52810329418801,33.931667692045366,34.11086194689999,22527531,9222597,3356869,3073034,1273381,1519313,10824160,66410,2914692
2006:Q1,28607505,14945639,8607519,3310465,1388429,1639226,13661866,41996,315537,375331,363225,10103,208952,105397,50010,16670,34480,2395,125610,72490,53120,160028,1043745,3144016,538,146510,2167880,5558395,29263904,11888077,3118424,96494,257498,2764432,2491205,624188,922012,945005,282956,1708719,98139,4188634,17375827,15248147,2127680,16719428,103.92596364822762,32.284096100166295,33.55155797721769,23040763,9378897,3403621,3111718,1291137,1572421,11152686,67801,2957371
2006:Q2,29318412,15458753,9010870,3357513,1405118,1685252,13859659,53045,278925,355438,377091,12154,211831,118946,44880,14960,30718,2327,120613,70555,50058,152763,970391,3155716,548,149921,2235216,5786007,29026549,12169564,3178279,111671,274049,2792559,2560806,621143,974198,965465,297905,1760837,95147,4276590,16856985,14756270,2100715,17148848,98.29806050471605,34.04573956813509,33.466301679963486,23397671,9538012,3461712,3151224,1309786,1615290,11228107,69098,3003199
2006:Q3,29952444,15823603,9265623,3424348,1424474,1709158,14128841,43697,276087,356342,398615,12668,208094,118689,44794,14931,27313,2367,116998,68674,48324,153617,964281,3314585,566,159532,2217738,5906021,29643748,12268834,3200375,110579,281839,2807957,2590808,630038,967008,993762,310960,1777183,94466,4295042,17374914,15158540,2216374,17683610,98.25433811827496,33.33071346845931,32.74887190853342,23814038,9685197,3517068,3191154,1330448,1646527,11545204,70314,3050974
2006:Q4,30708140,16135320,9479233,3486061,1449999,1720027,14572820,49336,262603,386992,428003,15533,213883,122669,45463,15154,28131,2466,115170,66877,48293,147594,964060,3600319,580,173221,2099243,6116283,30714516,12365797,3246725,112517,304090,2830118,2691227,631317,1028421,1031488,322943,1812989,85421,4206492,18348719,16004112,2344607,18342343,100.03476340700479,32.36166840999921,32.372918428502125,24345363,9772543,3576096,3229834,1352456,1614157,11979566,71506,3099844
2007:Q1,31436501,16538283,9764255,3540599,1482688,1750740,14898218,45306,252160,360421,442716,13914,192555,109057,39167,13056,28420,2855,111577,63762,47815,143216,974300,3769925,624,174805,2180375,6236324,31732731,12629535,3308892,126169,318629,2864094,2743858,630617,1082131,1031110,320571,1825123,73230,4357861,19103196,16676587,2426609,18806966,101.57510958202194,31.68448827939887,32.1835536903023,24825288,9927070,3628560,3268493,1374096,1655921,12195753,72674,3151632
2007:Q2,32548695,17116812,10228768,3591272,1509092,1787681,15431883,55824,289820,331493,460558,8695,190807,114501,33119,11040,29455,2692,107478,58394,49084,130747,1039857,4032196,675,181888,2265597,6336248,32912884,12884161,3415987,154347,346672,2914968,2847356,634189,1160439,1052727,332060,1859504,63114,4366140,20028723,17410539,2618184,19664534,101.85200725952197,31.271803016087592,31.850959078128945,25506187,10074304,3717196,3307420,1395607,1654081,12622026,73813,3207422
2007:Q3,33197889,17413488,10459381,3618300,1530607,1805200,15784401,56965,318238,289046,518735,7643,164918,79935,38968,12989,30464,2562,104258,54113,50145,128428,1065175,4193250,694,183739,2302048,6451264,33466185,13157437,3427761,131416,358892,2937453,3034609,691947,1250536,1092126,348388,1864257,51882,4430540,20308748,17597115,2711633,20040452,101.33877146777061,31.820622087259647,32.246627496631,26004077,10219676,3775265,3345767,1416580,1682064,12846640,74891,3267601
2007:Q4,33428127,17450407,10402008,3640080,1552430,1855888,15977720,50250,311604,261335,565641,8050,152455,69462,38319,12773,29188,2713,100055,50631,49424,151391,1033221,4188219,712,178028,2262207,6714552,33024322,13493877,3465245,123814,375356,2966075,3166757,739935,1315943,1110878,384157,1898892,35828,4542998,19530445,16902934,2627511,19934250,97.97431657241474,33.95724824153144,33.26938189143875,26310191,10332471,3844966,3384826,1439093,1663586,12816314,75885,3331203
2008:Q1,32164416,16825828,9669429,3654662,1581922,1919814,15338588,55037,293526,198425,652124,7100,112416,52866,27239,9080,20814,2417,95545,49442,46103,157766,987843,3827562,435,161150,2295248,6494411,31815400,13763493,3510852,139956,385407,2985489,3235213,779258,1332350,1123605,407313,1856758,55007,4698350,18051907,15623377,2428530,18400923,98.10327042188234,37.37037359227413,36.6615586628964,25863577,10524989,3921508,3422550,1462862,1718069,12100084,76786,3395941
2008:Q2,32226270,17156055,9870185,3669157,1606395,2010318,15070215,36837,281624,227939,660757,8056,119669,58271,28797,9599,20463,2539,95140,48443,46697,167109,1011226,3734602,417,155506,2313176,6258157,31809839,13952584,3613980,139827,412707,3061446,3263273,782296,1362497,1118480,441073,1817609,37941,4778708,17857255,15450959,2406296,18273686,97.72114405569594,38.51237448363339,37.63473294842047,25757854,10687639,4002965,3458434,1487146,1739094,11805270,77658,3463190
2008:Q3,31136065,17019272,9686116,3723660,1628040,1981456,14116793,31580,264834,195910,690980,5300,118037,56981,25505,8502,24071,2978,93359,47023,46336,150371,971814,3067072,385,135848,2245395,6145908,30202036,14128145,3647049,146538,427156,3073355,3285175,808580,1393785,1082811,433640,1745659,54068,4962554,16073891,13834196,2239695,17007920,94.50827165255808,43.12723332513866,40.7588028271546,24925265,10808472,4078058,3489269,1507952,1733193,10797120,78456,3530514
2008:Q4,29789908,16684289,9421142,3825487,1631698,1805962,13105619,24704,179358,151888,798998,7178,126993,57286,30455,10152,26164,2936,92062,45120,46942,141565,791594,2378648,422,106333,2093967,6211909,27304915,14527178,3660606,131477,440228,3088901,3232507,805495,1383914,1043097,422721,1668971,38954,5503419,12777737,11036339,1741398,15262730,83.71855442904364,53.9462708936495,45.16303816053927,23882804,10777185,4119113,3503636,1524916,1629520,9355626,79082,3595573
2009:Q1,28875638,16103865,8907290,3829946,1628469,1738161,12771773,25736,195373,153930,804807,7469,127408,49862,41105,9702,22318,4421,91539,47850,43689,161709,678830,2167294,460,108583,2101539,6147096,25911243,14450022,3740265,106921,447655,3185689,3087010,744194,1308772,1034044,405316,1581848,40221,5595362,11461221,9942848,1518373,14425616,79.45047753162866,59.56847793118168,47.32744017464668,23587284,10815511,4175032,3502245,1536269,1601965,9137262,79567,3651680
2009:Q2,27907037,14596133,7442606,3818284,1627416,1707827,13310904,26241,211210,149233,780168,7904,138700,55949,41890,13963,22025,4873,89683,46278,43405,172496,758642,2630397,444,129437,2121900,6094449,27316196,14245853,3795197,86180,458473,3250544,2984312,679157,1283508,1021648,403465,1560598,34647,5467634,13070343,11329521,1740822,13661184,95.67504101931299,51.86940549499194,49.626074983807314,24099412,10788508,4212000,3495716,1548619,1532173,9853559,79973,3697806
2009:Q3,28331625,14380642,7263440,3796106,1641163,1679933,13950983,26260,298368,212428,740313,8997,132872,49698,40835,13612,24081,4646,88543,45794,42749,179444,845283,3152658,410,151868,2114745,5998794,29004782,14037240,3813474,72901,466531,3274042,2844636,607064,1251085,986487,413767,1549190,41742,5374431,14967542,12954523,2013019,14294385,104.70924185662895,44.48365891767179,46.57850200278285,24763745,10812762,4256521,3491467,1561404,1503370,10726505,80403,3736902
2009:Q4,28225921,13952401,6815221,3765496,1669582,1702103,14273520,31528,364004,228801,725069,7852,145413,55987,42964,14321,27101,5040,88287,45067,43220,180383,863153,3285535,444,162039,2064452,6126560,29724588,13973572,3840214,58410,477653,3304151,2651711,567270,1138577,945864,405516,1582043,35700,5458388,15751016,13630156,2120860,14252349,110.51523001900799,41.215913360945855,45.54986145528435,25133388,10859868,4298039,3491538,1577552,1492739,11159816,80772,3770923
2010:Q1,28610332,14173833,7020707,3733713,1682014,1737399,14436499,38111,412921,210549,637096,8996,146077,57137,42376,17459,24009,5096,89299,44456,44843,158135,892125,3398168,459,168312,2148168,6128083,30445583,14017344,3913001,73617,486787,3352597,2548546,518416,1103731,926399,416207,1619159,49464,5470967,16428239,14204582,2223657,14592989,112.5762459489857,39.33195027925468,44.27843308290652,25352645,10916146,4311480,3498802,1591654,1514210,11335301,81042,3801728
2010:Q2,28875594,14836475,7627087,3756241,1704461,1748685,14039119,38657,428444,215201,586159,9221,153260,63594,45011,18337,21606,4712,88547,44067,44480,145280,774768,2985529,427,157789,2215741,6240096,28947665,14246844,3957915,81979,497499,3378437,2435417,482788,1071876,880752,414624,1660536,43875,5734477,14700821,12749554,1951267,14628750,100.49266784269658,43.48962263904692,43.703882024699595,25123942,11084823,4448349,3514228,1605455,1516791,10877098,81291,3835478
2010:Q3,29521534,14850017,7538707,3799882,1713229,1798200,14671517,35791,486063,205539,568165,11547,165273,70683,46889,18963,23695,5043,87852,43673,44179,141027,845055,3464889,502,174166,2221506,6264142,30649300,14310651,4046850,97938,499500,3449412,2395041,475135,1061279,858627,417616,1689181,47060,5714904,16338649,14138816,2199833,15210883,107.41420429134048,39.427315960432495,42.35053771233125,25827548,11156031,4449700,3537487,1620746,1548098,11516897,81429,3869359
2010:Q4,28269566,15063625,7618249,3844060,1740922,1860394,13205941,63991,489675,235240,555140,22034,216876,123511,48024,16008,23935,5398,88256,43864,44392,151286,917209,3703940,565,185670,2202562,4373497,32236744,14272172,4087293,82928,510900,3493465,2302817,498880,946393,857544,406300,1738907,78398,5658457,17964572,15541361,2423211,13997393,128.34226714207082,35.57062179302748,45.652142445702985,24440426,11234485,4473772,3563303,1637878,1559532,10168254,81609,3905319
2011:Q1,29011696,15479505,7889356,3878113,1773293,1938743,13532191,74765,453320,208903,535697,23204,212686,129229,41312,13771,23080,5294,86768,43484,43284,150610,973102,3972437,647,189340,2298920,4351792,33458793,14380110,4149810,110460,513517,3525833,2273949,512937,942507,818504,397704,1768658,102670,5687319,19078683,16533202,2545481,14631586,130.39381140764283,33.66982210772518,43.90336434043601,24935624,11403433,4525733,3592106,1655681,1629913,10555514,81807,3936718
