date,FL764090005.Q,FL763025000.Q,FL763013005.Q,FL762050005.Q,LM764022005.Q,FL763069175.Q,LM763061100.Q,LM763061705.Q,LM763061805.Q,LM763061503.Q,LM763061603.Q,LM763061403.Q,LM763061795.Q,LM763062000.Q,LM763063005.Q,LM763063673.Q,LM763063653.Q,LM763063663.Q,LM763063693.Q,LM763063095.Q,FL764023005.Q,FL763068005.Q,FL763069005.Q,FL763065005.Q,FL763066000.Q,LM763092305.Q,LM763064103.Q,LM763092100.Q,FL763094905.Q,LM763064203.Q,FL763040005.Q,FL763090005.Q,FL764194005.Q,FL764190005.Q,FL764110005.Q,FL713022003.Q,FL713068715.Q,FL764112005.Q,FL764116005.Q,FL763127005.Q,FL763123005.Q,FL763128000.Q,FL763129205.Q,FL763122605.Q,FL763130005.Q,FL762150005.Q,FL764122005.Q,FL763169175.Q,FL763163005.Q,FL763169305.Q,FL763178000.Q,FL763190005.Q,FL763194705.Q,FL763193005.Q,FL763181105.Q,LM763164105.Q,FL763194603.Q,FL763066303.Q,FL763139105.Q
2002:Q3,7072910,37850,21329,299852,1518240,0,84912,962927,556619,0,156353,0,249955,125952,344449,22991,0,66264,0,255194,4477675,1123570,3775,2695680,654650,4970,16904,64792,41587,22134,0,567577,7143236,6439120,99309,396,177,-37068,135804,617416,54582,54539,486551,21744,3977174,562862,98806,3810,94996,459758,109556,514239,57560,456679,704116,106633,597483,0,1360292
2002:Q4,7246659,47818,20564,284790,1565065,0,95557,997503,567589,0,159057,0,270857,126994,345011,22562,0,67387,0,255062,4586512,1111803,3930,2799504,671275,4826,19154,48663,41910,26739,0,600618,7334342,6609641,152195,418,40,-35324,187060,627957,31065,59768,514822,22302,4059101,587090,101496,3949,97547,458299,98246,525258,57045,468213,724701,118219,606482,0,1446307
2003:Q1,7411405,38532,24974,323880,1629640,0,98536,1052165,606220,0,179535,0,266410,128576,350363,20118,0,79956,0,250289,4637747,1097804,4270,2873823,661850,4670,18931,50803,43052,22165,0,617011,7473590,6752223,140553,-1197,30,-36735,178455,596706,8528,57743,530869,-434,4182697,611386,103758,4282,99476,462322,104578,550223,59675,490548,721367,103277,618090,0,1531118
2003:Q2,7645055,39540,25711,338929,1684747,0,87902,1128376,668118,0,179334,0,280924,132711,335758,19783,0,78842,0,237133,4760765,1095440,4108,2983768,677449,4955,21944,51936,43445,23091,0,649992,7710200,6955278,100594,-525,768,-48395,148746,643449,26680,59731,556808,230,4283569,654343,105590,4118,101472,471236,106235,590262,60954,529308,754922,121104,633818,0,1650013
2003:Q3,7713111,40361,25892,329701,1641190,0,92410,1065739,608358,0,158472,0,298909,137998,345043,21400,0,84155,0,239488,4850532,1092763,3783,3067162,686824,5016,23629,52556,43973,20007,0,680254,7769320,7003633,146082,-496,174,-35812,182216,625406,29839,59668,535922,-23,4314932,599795,106070,3798,102272,473845,99530,637973,62713,575260,765687,128931,636756,0,1655771
2003:Q4,7829811,47951,21206,291307,1728159,0,105691,1105198,605239,0,185834,0,314125,138750,378520,22886,0,98333,0,257301,4944112,1109180,3751,3083918,747263,4890,25204,68968,43995,19718,0,634301,7864185,7079678,162177,-319,62,-39723,202157,666445,30154,67556,567199,1536,4375320,575710,107789,3775,104014,484361,101479,606397,64760,541637,784507,139908,644599,0,1675073
2004:Q1,8067665,40957,22715,311066,1846098,0,112564,1213226,696251,0,210832,0,306143,140039,380269,22823,0,134779,0,222667,5049902,1094758,3337,3212306,739501,5118,26437,71531,45665,19150,0,629026,8098771,7275550,150618,-589,64,-31882,183025,661148,17524,66401,572925,4298,4513932,615338,107878,3347,104531,500075,108662,617899,65110,552789,823221,159112,664109,0,1764198
2004:Q2,8295180,43347,27693,308450,1850290,0,110060,1220993,705415,0,200244,0,315334,143340,375897,22056,0,131595,0,222246,5225210,1113996,3856,3358654,748704,5385,25573,74290,46921,18370,0,669651,8303466,7471656,195061,163,323,-29823,224398,686097,40545,61668,577935,5949,4612548,634207,111755,3867,107888,539598,90646,601744,66342,535402,831810,140318,691492,0,1833624
2004:Q3,8495785,42019,22619,330642,1804553,0,90719,1158837,659576,0,194826,0,304435,146009,408988,25271,0,138900,0,244817,5375414,1126137,3356,3480427,765494,5429,25367,75156,48170,17713,0,748703,8492451,7574678,160631,1839,236,-29282,187838,667910,32254,59750,569766,6140,4721532,661241,112788,3374,109414,535540,107048,607988,67764,540224,917773,145596,772177,0,1905050
2004:Q4,8725402,41528,22366,327131,1788084,0,82612,1132536,672081,0,180109,0,280346,147840,425096,27109,0,148475,0,249512,5550590,1147018,3300,3604702,795570,6843,26346,112858,48648,18557,0,782451,8744680,7802343,205819,925,43,-26288,231139,705685,26919,63243,604306,11217,4828559,612455,120238,3357,116881,553079,113248,663260,73149,590111,942337,139079,803258,0,1998471
2005:Q1,8920451,42128,23111,325144,1926439,0,95664,1225269,717831,0,208786,0,298652,152685,452821,29241,0,165314,0,258266,5627551,1142745,3403,3707508,773895,6785,25434,113254,49665,16401,0,764539,8877183,7926650,202929,-1413,52,-34263,238553,679041,20235,71155,577906,9745,4956212,614942,124776,3446,121330,557534,106567,684649,55811,628838,950533,133609,816924,0,2046145
2005:Q2,9058104,45314,21002,277143,1918261,0,85262,1199512,698043,0,200751,0,300718,155957,477530,31968,0,179798,0,265764,5818525,1184780,3353,3852410,777982,6573,26451,113289,51024,15189,0,765333,9021911,8044485,192878,-977,235,-33769,227389,690863,30598,71509,572214,16542,5038701,637427,125339,3386,121953,589488,106051,663738,58294,605444,977426,138834,838592,0,2071254
2005:Q3,9281038,41161,20101,308776,1932422,0,84144,1189215,696730,0,193246,0,299239,162233,496830,33421,0,192798,0,270611,5986017,1194498,3554,3980319,807646,6982,26974,113697,52011,15732,0,777165,9189189,8210964,200432,-311,910,-42526,242359,649792,32975,63795,534953,18069,5223501,667780,127486,3609,123877,591914,106022,644037,54651,589386,978225,134368,843857,0,2141656
2005:Q4,9436867,50081,17135,306251,1920464,0,76496,1185014,694976,0,183024,0,307014,166129,492825,31591,0,204767,0,256467,6106763,1232529,3259,4054859,816116,6997,27008,127902,52231,16177,0,805858,9344016,8337497,188606,885,72,-38070,225719,672735,33886,72298,549162,17389,5336680,654006,133719,3332,130387,595431,103324,652996,56314,596682,1006519,146350,860169,0,2235776
2006:Q1,9698635,40018,19134,335246,1993549,0,74201,1234940,737075,0,189153,0,308712,169489,514919,34379,0,218554,0,261986,6227979,1259897,0,4172582,795500,6845,28124,134488,52976,14532,85180,760564,9574698,8558047,212461,-856,566,-34624,247375,647660,4234,70502,556363,16561,5462973,689246,135142,721,134421,591466,106966,712133,64489,647644,1016651,147488,869163,0,1958782
2006:Q2,9903393,42622,18957,293712,2050776,0,78373,1265997,776074,0,191708,0,298215,171051,535355,35644,0,225249,0,274462,6395485,1297972,0,4300967,796546,6276,26987,129630,54308,16257,87010,781373,9808791,8745676,220615,-1037,291,-31215,252576,670918,41495,69509,538236,21678,5574460,722252,141648,-210,141858,614041,106108,695634,67680,627954,1063115,147440,915675,0,2018011
2006:Q3,10118394,40074,15824,376849,2027342,0,70296,1233918,728458,0,206869,0,298591,178729,544399,37466,0,217523,0,289410,6501910,1313383,0,4371810,816717,5886,27784,127015,54319,18658,89816,832917,10041164,8951016,272446,-1099,322,-27244,300467,639063,48309,68122,499626,23006,5662681,780153,146434,356,146078,615122,121123,713994,70513,643481,1090148,144748,945400,0,2001850
2006:Q4,10145495,51712,17189,377384,2045782,0,74411,1217304,746147,0,179947,0,291210,190065,564002,43714,0,224599,0,295689,6599903,1347487,0,4415668,836748,5376,30535,131157,53796,20244,93392,719025,9996053,8883083,294625,-333,67,-45492,340383,637052,28025,74976,507290,26761,5782705,680932,160332,389,159943,609632,119367,598438,78541,519897,1112970,126537,986433,0,2085005
2007:Q1,10184892,41179,16656,416783,2070774,0,77624,1209416,751602,0,185784,0,272030,198384,585350,40491,0,232388,0,312471,6603499,1348762,0,4436003,818734,5790,29515,152429,54123,17897,96608,679639,10013309,8905722,259186,-870,27,-43448,303477,617459,3862,71211,514225,28161,5879353,703874,166515,1793,164722,594052,114187,571096,80127,490969,1107587,112695,994892,13033,2088777
2007:Q2,10339260,43452,15230,392304,2094564,0,75919,1204282,745857,0,178369,0,280056,201492,612871,40656,0,251325,0,320890,6741928,1393127,0,4513780,835021,5740,32002,177034,53858,18947,97990,666211,10190005,9069233,280331,-1301,204,-41193,322621,607635,22246,64678,489460,31251,5904669,717884,173621,1863,171758,605703,105526,673864,89004,584860,1120772,114352,1006420,12604,2105039
2007:Q3,10755975,41482,21153,470237,2112027,0,78066,1139090,695039,0,174514,0,269537,204347,690524,48914,0,267834,0,373776,6935563,1482549,0,4594466,858548,6014,34531,196356,61013,22642,100277,754680,10589431,9432988,330645,-722,202,-31959,363124,613947,71816,64270,448707,29154,5997426,720940,176994,142,176852,769105,112474,711457,81448,630009,1156443,101440,1055003,11789,2142047
2007:Q4,11015970,54997,18914,520177,2103851,0,80056,1106300,697077,0,174090,0,235133,201960,715535,54743,0,328907,0,331885,7111306,1557555,0,4658868,894883,7429,33625,205527,63966,23806,104291,768081,10786718,9615949,384746,-19,48636,-35779,371908,639587,42912,75023,489910,31742,6093593,736917,185053,290,184763,807194,106544,662315,81348,580967,1170769,71273,1099496,11181,2260991
2008:Q1,11232063,45430,21951,537692,2094819,0,70102,1096151,724535,0,178458,0,193158,211546,717020,58491,0,338318,0,320211,7220130,1620518,0,4715781,883831,8117,31886,196917,62105,23384,105329,884303,10947576,9767967,355310,-555,111292,-38002,282575,636895,42925,69948,494533,29489,6246409,725096,185022,69,184953,836674,91006,691555,103300,588255,1179609,67292,1112317,11173,2392978
2008:Q2,11252465,45710,31737,549897,2139793,0,54409,1162310,784695,0,184811,0,192804,211954,711120,50042,0,325659,0,335419,7242502,1643606,0,4695909,902987,8846,30946,197702,63662,22040,108343,811287,10873629,9715136,430785,-638,174189,-31149,288383,640788,50217,69776,493144,27651,6198709,740906,184497,34,184463,838997,70520,609934,104594,505340,1158493,57501,1100992,10719,2310162
2008:Q3,11660618,47985,180584,579694,2244596,100037,74468,1161214,800111,0,181772,0,179331,229700,679177,44672,0,315625,0,318880,7294326,1711605,0,4659359,923362,8411,25978,171560,62743,19017,114923,910801,11365784,10193861,624575,-954,300057,-43546,369018,690193,41454,69379,540099,39261,6344010,765083,177108,889,176219,918331,59151,615410,95446,519964,1171923,53989,1117934,9846,2423556
2008:Q4,12097309,57725,546942,575071,2188803,15685,56362,1242498,850976,0,193930,0,197592,221895,652363,29001,0,285572,0,337790,7284892,1694882,0,4625045,964965,8936,22193,150135,60097,22842,110740,1068933,11641936,10482690,889264,-1494,559695,-35201,366264,777518,3453,83394,627748,62923,6510280,727173,185315,499,184816,806704,12341,574095,141596,432499,1159246,62876,1096370,9519,1877861
2009:Q1,11842088,50305,519732,489739,2248502,4452,74644,1261340,833611,0,204605,0,223124,220403,687663,26234,0,256173,0,405256,7174116,1618110,0,4625207,930799,10981,24237,147168,64179,39302,110475,963352,11503777,10298263,888871,-3075,540810,-4894,356030,714341,4303,78238,586478,45322,6613414,691166,170928,647,170281,709540,14026,495977,159714,336263,1205514,35791,1169723,9132,1829728
2009:Q2,11619407,51142,445521,403761,2356461,9841,87285,1326500,858283,3495,219859,3921,240942,225983,706852,18355,16733,213848,29806,428110,7047263,1556233,0,4577351,913679,12214,23807,186266,67472,37598,111156,876746,11351380,10119428,798605,-2831,328511,14834,458091,774694,4038,102945,624742,42969,6549283,684613,168410,924,167486,640950,8881,493992,111361,382631,1231952,36914,1195038,8052,1788859
2009:Q3,11483991,50745,588185,333784,2391318,52,124989,1320702,804752,3564,239034,3952,269400,223726,721849,17722,17706,213023,27254,446144,6837020,1468589,0,4457628,910803,13597,25183,238879,67384,26172,110416,801308,11249917,9948236,701224,-2535,207232,22963,473564,795782,3701,88953,669406,33722,6547433,651872,161345,727,160618,582307,25269,483004,105697,377307,1301681,42180,1259501,7288,1179639
2009:Q4,11407561,54922,634696,266888,2434424,0,124473,1417424,837531,3554,263997,3971,308371,224336,668191,16227,17808,202901,26008,405247,6702929,1409128,0,4387536,906265,14009,34126,255180,65370,20715,111496,812806,11238487,9908879,519640,-2097,96618,15663,409456,871553,3789,102593,730907,34264,6646923,532141,176970,626,176344,540552,18037,603063,112780,490283,1329608,41997,1287611,6926,1292543
2010:Q1,11637726,51802,677168,255946,2441822,0,188737,1421895,802110,3650,312607,3582,299946,225836,605354,14353,17094,170797,25628,377482,6958548,1407053,0,4324305,1227190,12186,34397,261867,65284,16149,112111,750446,11414571,10091053,372158,-1625,11523,6772,355488,825454,4113,98762,687299,35280,6704024,557452,655309,247173,408136,484596,8290,483770,85913,397857,1323518,49376,1274142,7532,1824643
2010:Q2,11490856,53787,627460,255110,2411421,0,187866,1412864,766300,3421,333020,3468,306655,228476,582215,7480,12110,157831,24886,379908,6882939,1402122,0,4266481,1214336,11365,28308,233568,65050,16178,112826,792844,11326252,9985369,347566,-1948,673,4878,343963,843883,3234,99298,704294,37057,6673740,521214,688296,262871,425425,450907,24657,435106,84984,350122,1340883,40785,1300098,6404,1858826
2010:Q3,11466762,50548,573067,264024,2504121,0,226228,1463552,798580,3437,364361,3533,293641,236562,577779,6871,11477,144885,24650,389896,6828982,1403395,0,4228189,1197398,11108,30231,272936,64734,15206,114357,737448,11368302,9994338,354302,-1574,296,5686,349894,838480,3616,98641,704093,32130,6736860,532772,645267,241873,403394,408036,36554,442067,93303,348764,1373964,53852,1320112,6112,2132324
2010:Q4,11452763,52722,570277,267630,2549838,0,217511,1527207,835324,3339,393444,3621,291479,254605,550515,6525,11376,132338,24653,375623,6815019,1428904,0,4200603,1185512,12046,35060,294933,63234,14088,115985,661931,11377675,10005492,358762,-1421,221,15865,344097,941100,3640,108787,798224,30449,6784758,484036,585097,214363,370734,391630,37292,422817,85627,337190,1372183,63058,1309125,6156,1436324
2011:Q1,11422926,53311,696100,222747,2571448,0,216057,1561800,840311,3829,417779,4728,295153,259864,533727,12900,9089,123796,20075,367867,6662290,1430396,0,4088276,1143618,11753,34444,310015,62501,13950,121550,662817,11385173,9981438,334914,-1380,58,18563,317673,977994,3635,108180,822855,43324,6859165,444253,583402,216949,366453,362796,38845,380069,81328,298741,1403735,66831,1336904,6099,1465615
2011:Q2,11539804,55427,839786,224863,2536830,0,183289,1559594,827129,4794,450149,5485,272037,267294,526653,6781,9206,116811,19953,373902,6670405,1459499,0,4051123,1159783,12083,38310,306238,58566,12690,122538,662068,11544378,10120064,251988,-917,120,26360,226425,1059726,3715,113287,896254,46470,7020350,427981,573314,212439,360875,344947,51239,390519,101130,289389,1424314,64879,1359435,6142,1590797
2011:Q3,11657324,50608,767137,252385,2598472,0,191729,1576558,844580,7259,472152,9560,243007,283848,546337,5783,9322,113722,24863,392647,6721123,1516564,0,4041508,1163051,10887,32855,241334,57247,13087,123566,788623,11653709,10218147,181411,-769,110,51227,130843,1154553,2963,112743,987447,51400,7149882,423209,535955,195334,340621,327368,66313,379456,99864,279592,1435562,49263,1386299,6172,1597405
2011:Q4,11790688,60801,776965,242589,2658185,0,173851,1634110,899095,8177,473762,13429,239647,297250,552974,3451,8907,110379,27359,402878,6833466,1589133,0,4051761,1192572,11185,34080,248715,57492,13353,125455,728402,11815507,10375899,95121,-631,196,40308,55248,1260542,956,125771,1077763,56052,7308652,402498,563510,210272,353238,330887,64145,350544,102813,247731,1439608,54431,1385177,6046,1663225
2012:Q1,11788325,56425,793573,229180,2792731,0,189269,1762723,980802,29723,490722,27695,233781,318090,522649,15350,6823,95909,30169,374398,6789448,1617292,0,4016097,1156059,12972,27425,270202,57023,12031,133752,613563,11871591,10367190,101581,-720,6,23887,78408,1212211,1275,122903,1036908,51125,7403183,379338,554046,208012,346034,307827,66203,342801,97915,244886,1504401,33349,1471052,5984,1673606
2012:Q2,11907703,56620,756844,244423,2798387,0,215381,1724930,972301,16754,471111,33319,231445,338879,519197,19035,9867,93388,31404,365503,6880948,1690853,0,4018725,1171370,13270,28099,251392,56335,11132,134999,675254,11946334,10419737,52239,-709,77,5238,47633,1229133,1212,121246,1057248,49427,7476408,400098,496224,185932,310292,326632,66188,372815,91387,281428,1526597,32076,1494521,5930,1727992
2012:Q3,12001396,56327,715244,284451,2874266,0,231081,1740006,978706,19919,472360,41329,227692,363243,539936,18704,9875,94239,33723,383395,6929990,1730857,0,4015894,1183239,13094,29894,265710,55909,10680,136448,629383,12118839,10555274,53208,-607,126,7280,46409,1262226,1040,115903,1094846,50437,7594657,381738,493214,186670,306544,319977,79070,371184,91589,279595,1563565,33284,1530281,6179,1751907
2012:Q4,12236247,71036,777235,302671,2900873,0,246209,1726922,949153,22677,466296,47344,241452,374397,553345,19189,9950,91875,34474,397857,7052045,1809689,0,4027366,1214990,12919,30466,269421,55793,13261,138050,612477,12330530,10763010,-28726,-486,70,-2663,-25647,1432680,1345,122075,1257322,51938,7781362,349708,484610,179554,305056,335311,78207,329858,93620,236238,1567520,33736,1533784,6467,1989263
2013:Q1,12297007,59609,968160,259226,2923386,0,232851,1756630,982230,24106,457318,51212,241764,383024,550881,19793,9671,87679,35813,397925,6983435,1804183,0,3991650,1187602,11007,32330,280661,55137,14262,139244,570550,12395372,10807057,33411,-591,9,10414,23579,1438178,1514,119575,1274504,42585,7795260,327087,469806,173242,296564,330735,70354,342226,94767,247459,1588315,38053,1550262,6756,3336559
2013:Q2,12314104,60191,969447,237486,2867405,0,194774,1734343,971952,29099,439404,56116,237772,390050,548238,22417,9901,81655,35590,398675,7053741,1858586,0,3983726,1211429,11514,31361,266486,55086,11720,140431,609236,12400482,10830402,56776,-714,120,-18239,75609,1372665,1291,116830,1213048,41496,7834751,329746,408318,144350,263968,371142,56053,400951,83191,317760,1570080,39294,1530786,7261,3431044
2013:Q3,12506013,62169,1172427,217166,2865965,0,187210,1714130,961059,27947,424311,61662,239151,402535,562090,27216,8562,80006,36647,409659,7086248,1878368,0,3976895,1230985,10733,33429,296212,54469,13107,141643,552445,12587404,10999477,89887,-566,177,-16381,106657,1429923,1274,120187,1258923,49539,7980957,305081,364747,125445,239302,375716,67890,385276,79642,305634,1587927,44215,1543712,7711,3647275
2013:Q4,12692338,73587,1191731,215429,2912546,0,216907,1716168,957672,29951,428418,65568,234559,415514,563957,27822,8191,76621,38351,412972,7198015,1942462,0,3984398,1271155,10142,35821,307088,55353,12942,143833,535851,12849894,11230986,90479,-962,74,-3922,95289,1579990,1627,128941,1398251,51171,8062714,269212,393733,143972,249761,408673,59392,366793,74425,292368,1618908,51775,1567133,7921,3810899
2014:Q1,12828373,64754,1273333,201776,2975331,0,263820,1736294,965131,32061,441678,69206,228218,429172,546045,26345,6528,72253,40017,400902,7219187,1980926,0,3992242,1246019,12991,35646,302246,54222,15148,145108,528631,12994693,11348032,93202,-546,35,-8682,102395,1558896,1708,125916,1378391,52881,8190773,283104,380537,139553,240984,393341,62157,386022,87907,298115,1646661,55716,1590945,8099,3817666
2014:Q2,13091053,64874,1302140,202458,3036316,0,298977,1750638,972875,38016,441854,72815,225078,438276,548425,24908,6992,76660,38799,401066,7382981,2059960,0,4039341,1283680,12669,37000,308959,55452,16621,146597,524986,13247774,11560904,104100,-524,164,-11160,115620,1653758,1824,125956,1470514,55464,8240549,271967,370890,133682,237208,440777,69489,409374,103865,305509,1686870,61877,1624993,8330,3981233
2014:Q3,13289418,64666,1343421,196038,3102848,0,359535,1766941,982362,41615,444454,76158,222352,450777,525595,22102,5894,73608,40209,383782,7466817,2103001,0,4058393,1305423,12651,36458,287134,55385,13240,147796,562964,13425120,11730264,174187,-915,327,-12004,186779,1669504,2080,128429,1487206,51789,8281195,252669,369345,133128,236217,445274,76493,461597,118765,342832,1694856,59737,1635119,8593,3980158
2014:Q4,13613607,75618,1402679,185020,3193737,0,422563,1783763,997271,43073,446433,81648,215338,461934,525477,20533,5662,71249,43700,384333,7629846,2195306,0,4091427,1343113,11564,37995,268966,55827,12490,149565,590300,13755015,12036942,159384,-555,145,-30877,190671,1716133,2489,145725,1513108,54811,8511608,236050,371402,133795,237607,466804,79949,495612,139647,355965,1718073,68060,1650013,8614,4190231
2015:Q1,13854002,67811,1470195,215025,3271540,0,426808,1844899,1044282,44401,452706,87580,215930,474063,525770,17886,5254,68531,47149,386950,7694012,2246684,10630,4124549,1312149,11385,37766,270503,54554,11639,150945,598627,13943830,12231339,181121,-748,49,-33986,215806,1730298,2452,135177,1538473,54196,8693176,228311,367440,133442,233998,434534,80296,516163,159704,356459,1712491,69632,1642859,8647,4256421
2015:Q2,13814040,68267,1277188,208915,3281658,0,426408,1855148,1064557,47551,443029,88458,211553,481266,518836,16631,3787,66332,48756,383330,7861688,2320371,10819,4180938,1349560,11193,38214,268843,55080,12468,153101,577425,13929885,12174529,95975,-412,166,-36229,132450,1753870,2295,139017,1562746,49812,8667456,226222,396641,148845,247796,476551,67546,490268,164021,326247,1755356,75333,1680023,8614,4288954
2015:Q3,13917928,67603,1245892,212304,3309914,0,425556,1885017,1091768,52631,444293,93150,203175,494299,505042,13751,3263,63121,50502,374405,7957806,2337188,7539,4230012,1383067,9370,35474,238107,53722,11482,154515,621739,14011699,12239755,66363,-87,252,-31904,98102,1694474,2283,135875,1516769,39547,8831019,205919,416364,158698,257666,458641,75594,491381,179955,311426,1771944,72228,1699716,8260,4320313
2015:Q4,14126381,74160,1204903,209831,3366508,0,435026,1916914,1120584,59079,442784,99355,195112,507692,506876,11610,3024,58127,53240,380875,8153019,2423569,4332,4296849,1428269,9877,37579,232482,55337,11144,156176,615365,14291451,12509811,119151,-36,115,-35777,154849,1787074,2334,137086,1603205,44449,8975384,196774,415505,158554,256951,497034,70751,448138,177625,270513,1781640,77174,1704466,7967,4436278
2016:Q1,14380849,69788,1286077,205594,3421187,0,442010,1948943,1137176,68100,446117,107385,190165,517279,512955,10450,2605,55446,52674,391780,8243405,2492508,4382,4340744,1405771,9135,30444,232678,54379,12223,157557,658382,14502905,12687421,87899,-1178,58,-43557,132576,1778736,2216,137982,1588440,50098,9165846,193701,419870,160619,259251,482806,73065,485498,188337,297161,1815484,73637,1741847,8062,4487176
2016:Q2,14592290,73259,1193074,215619,3484972,0,455543,1978866,1173338,73414,437829,114820,179465,534769,515794,9109,2363,54143,52041,398138,8427161,2544134,4071,4432379,1446577,8314,30816,221201,56822,12197,158980,709875,14720227,12871521,91447,-1287,200,-49838,142372,1815014,2126,136399,1626886,49603,9211184,184103,426733,165529,261204,547174,76400,519466,209857,309609,1848706,74078,1774628,8302,4550559
2016:Q3,14827576,65058,1230845,234413,3595460,0,495322,2033651,1232630,82162,433481,119473,165905,542453,524034,8072,2568,50954,45755,416685,8539855,2562447,5761,4495940,1475707,7931,28200,233184,57057,10134,160469,664970,14964801,13089294,106100,-735,198,-41547,148184,1852698,2063,138219,1657465,54951,9423031,180091,382761,144728,238033,544307,82569,517737,205580,312157,1875507,81338,1794169,8981,4669329
2016:Q4,14828777,75963,1114587,218498,3625908,0,528382,2046204,1260068,82239,417707,124667,161523,544888,506434,7830,3445,46378,42702,406079,8645276,2569922,5578,4537687,1532089,7927,29776,233938,58246,9489,161791,647378,15029913,13145314,30110,-804,63,-34797,65648,1879658,2211,143016,1677182,57249,9575624,162567,356941,133625,223316,564459,71640,504315,185255,319060,1884599,102179,1782420,9269,4728841
2017:Q1,15026620,70165,1323162,189965,3685027,0,525187,2084034,1288086,85699,417128,128699,164422,548990,526816,7472,4938,46127,39328,428951,8619870,2571672,5063,4556043,1487092,8536,30003,252018,57043,9739,163184,617908,15208219,13294800,81408,-567,9,4159,77807,1968820,2202,143156,1764041,59421,9630256,158532,355980,135181,220799,523666,64407,511731,185633,326098,1913419,101509,1811910,9705,4745786
2017:Q2,15100152,70751,1193531,224482,3675083,0,478352,2129030,1328395,89651,415702,131945,163337,559927,507774,6777,4306,44637,37949,414105,8765480,2621612,6142,4623415,1514311,7568,30741,266384,59104,8505,164531,633992,15266793,13313768,77881,-636,142,-3328,81703,1990281,1994,140698,1789664,57925,9569771,162942,355743,136208,219535,567538,69276,520336,177928,342408,1953025,111591,1841434,10676,4700682
2017:Q3,15185471,68525,1207815,188144,3726466,0,480546,2176093,1369599,94442,417019,134531,160502,563604,506223,5863,3237,42201,37428,417494,8850698,2638935,8032,4662314,1541417,7889,30692,283823,59559,9022,166661,586177,15420102,13444665,56713,-743,196,-4531,61791,1943711,2033,134379,1737278,70021,9741630,166891,393176,155662,237514,577488,80231,484825,188102,296723,1975437,115399,1860038,10978,4769384
2017:Q4,15327009,77168,1161900,222463,3745413,0,484410,2195476,1382003,104087,411449,139687,158250,572574,492953,4539,3014,39315,36137,409948,8990419,2674462,5489,4698621,1611847,6917,32339,293293,59903,9648,168199,559347,15546689,13565111,52592,-920,134,3122,50256,2015371,1880,140552,1813551,59388,9802034,170428,323195,124439,198756,584309,104285,512897,179989,332908,1981578,118702,1862876,11196,4882461
2018:Q1,15371642,68209,1228022,240909,3686829,0,479962,2165615,1352143,104843,410309,142282,156038,555677,485575,3548,2473,37247,36105,406202,9017510,2713807,8523,4721509,1573671,9035,34340,283178,59829,6118,169417,568246,15622799,13626784,-29556,-700,17,6186,-35059,2071855,2201,140095,1859906,69653,9951228,156865,341466,132929,208537,554836,90297,489793,171795,317998,1996015,119481,1876534,11419,4883154
2018:Q2,15305977,70344,1071869,229500,3682136,0,487754,2169922,1347366,111880,412176,146383,152117,546267,478193,4305,2297,35495,36158,399938,9146056,2770467,8334,4767400,1599855,9300,34016,281949,61458,6360,170393,542596,15712167,13696560,29591,-543,239,1268,28627,1982077,2225,134532,1768864,76456,10001972,157993,317788,122640,195148,586363,92985,527791,160457,367334,2015607,122364,1893243,11784,4847079
2018:Q3,15381033,68035,1038775,237248,3680850,0,496399,2165840,1339491,115581,412882,147927,149959,529258,489353,3345,2058,33031,36942,413977,9228338,2788926,11032,4797551,1630829,9287,34448,288217,60388,6344,171673,557430,15745333,13763415,294,-969,271,-4996,5988,1928923,1769,127840,1721413,77901,10139386,156199,317659,121771,195888,554809,98548,567597,155414,412183,1981918,128163,1853755,12539,4940898
2018:Q4,15641027,82038,888427,382794,3806762,0,569784,2239257,1394872,123733,417612,153454,149586,527486,470235,3642,2035,32457,38961,393140,9438916,2927845,11309,4817812,1681950,9095,31179,241035,61440,5731,172090,521520,16054942,14021580,21533,-770,61,-6117,28359,2053668,1751,132916,1844650,74351,10293929,143110,288177,107424,180753,575054,109672,536437,150681,385756,2033362,106735,1926627,12393,5090079
2019:Q1,15647248,69865,898572,359429,3874906,0,563840,2293063,1435601,130808,423161,157556,145937,519604,498399,3894,2035,32707,41085,418678,9419377,2928862,10579,4835410,1644526,4813,35414,267909,58947,6622,173428,477966,16140313,14069889,-18468,-789,11,-4436,-13254,1992331,1618,131317,1785831,73565,10421017,152042,282809,104711,178098,521804,105461,612893,137385,475508,2070424,113006,1957418,12982,5006706
2019:Q2,15846461,71482,806725,376377,3957430,0,592153,2363170,1495655,139263,423567,163422,141263,505714,496393,3583,1950,34628,42068,414164,9582698,2985860,12430,4900050,1684358,4758,36883,273732,59727,6948,175484,494217,16363238,14249899,14484,-821,115,-11035,26225,2027156,1592,128994,1809594,86976,10491153,153895,289102,107745,181357,538138,108906,627065,140670,486395,2113339,111279,2002060,12670,5140521
2019:Q3,16068989,70313,838170,332339,4093806,0,674495,2411064,1531936,146257,429177,173051,130643,506244,502003,4426,2308,34906,42642,417721,9676304,3008813,11764,4939814,1715913,2844,36091,281580,58055,7253,176941,495293,16554795,14440848,-7619,-744,107,-8790,1808,2071963,1978,128608,1856711,84666,10671833,180290,315143,120299,194844,499503,119102,590633,161763,428870,2113947,117168,1996779,13095,5341605
